    Z      	  a(m)    	   a'    	  b(m) 	   b'
9.388E-3	1.538231E-4	-8.068114E-3	2.691564E-4	1.831745E-2
9.389E-3	1.53815E-4	-8.067599E-3	2.691747E-4	1.831777E-2
9.39E-3	1.538069E-4	-8.067083E-3	2.691931E-4	1.831808E-2
9.391E-3	1.537989E-4	-8.066567E-3	2.692114E-4	1.83184E-2
9.392E-3	1.537908E-4	-8.066051E-3	2.692297E-4	1.831871E-2
9.393E-3	1.537828E-4	-8.065535E-3	2.69248E-4	1.831903E-2
9.394E-3	1.537747E-4	-8.065019E-3	2.692663E-4	1.831935E-2
9.395E-3	1.537666E-4	-8.064503E-3	2.692847E-4	1.831966E-2
9.396E-3	1.537586E-4	-8.063987E-3	2.69303E-4	1.831998E-2
9.397E-3	1.537505E-4	-8.063471E-3	2.693213E-4	1.83203E-2
9.398E-3	1.537424E-4	-8.062955E-3	2.693396E-4	1.832061E-2
9.399E-3	1.537344E-4	-8.062439E-3	2.693579E-4	1.832093E-2
9.4E-3	1.537263E-4	-8.061923E-3	2.693763E-4	1.832124E-2
9.401E-3	1.537182E-4	-8.061407E-3	2.693946E-4	1.832156E-2
9.402E-3	1.537102E-4	-8.060891E-3	2.694129E-4	1.832188E-2
9.403E-3	1.537021E-4	-8.060374E-3	2.694312E-4	1.832219E-2
9.404E-3	1.536941E-4	-8.059858E-3	2.694495E-4	1.832251E-2
9.405E-3	1.53686E-4	-8.059342E-3	2.694679E-4	1.832282E-2
9.406E-3	1.536779E-4	-8.058826E-3	2.694862E-4	1.832314E-2
9.407E-3	1.536699E-4	-8.058309E-3	2.695045E-4	1.832345E-2
9.408E-3	1.536618E-4	-8.057793E-3	2.695228E-4	1.832377E-2
9.409E-3	1.536538E-4	-8.057276E-3	2.695412E-4	1.832409E-2
9.41E-3	1.536457E-4	-8.05676E-3	2.695595E-4	1.83244E-2
9.411E-3	1.536377E-4	-8.056244E-3	2.695778E-4	1.832472E-2
9.412E-3	1.536296E-4	-8.055727E-3	2.695961E-4	1.832503E-2
9.413E-3	1.536215E-4	-8.05521E-3	2.696145E-4	1.832535E-2
9.414E-3	1.536135E-4	-8.054694E-3	2.696328E-4	1.832567E-2
9.415E-3	1.536054E-4	-8.054177E-3	2.696511E-4	1.832598E-2
9.416E-3	1.535974E-4	-8.053661E-3	2.696694E-4	1.83263E-2
9.417E-3	1.535893E-4	-8.053144E-3	2.696878E-4	1.832661E-2
9.418E-3	1.535813E-4	-8.052627E-3	2.697061E-4	1.832693E-2
9.419E-3	1.535732E-4	-8.052111E-3	2.697244E-4	1.832724E-2
9.42E-3	1.535652E-4	-8.051594E-3	2.697427E-4	1.832756E-2
9.421E-3	1.535571E-4	-8.051077E-3	2.697611E-4	1.832788E-2
9.422E-3	1.535491E-4	-8.05056E-3	2.697794E-4	1.832819E-2
9.423E-3	1.53541E-4	-8.050043E-3	2.697977E-4	1.832851E-2
9.424E-3	1.53533E-4	-8.049526E-3	2.698161E-4	1.832882E-2
9.425E-3	1.535249E-4	-8.049009E-3	2.698344E-4	1.832914E-2
9.426E-3	1.535169E-4	-8.048493E-3	2.698527E-4	1.832945E-2
9.427E-3	1.535088E-4	-8.047976E-3	2.69871E-4	1.832977E-2
9.428E-3	1.535008E-4	-8.047458E-3	2.698894E-4	1.833009E-2
9.429E-3	1.534927E-4	-8.046941E-3	2.699077E-4	1.83304E-2
9.43E-3	1.534847E-4	-8.046424E-3	2.69926E-4	1.833072E-2
9.431E-3	1.534766E-4	-8.045907E-3	2.699444E-4	1.833103E-2
9.432E-3	1.534686E-4	-8.04539E-3	2.699627E-4	1.833135E-2
9.433E-3	1.534605E-4	-8.044873E-3	2.69981E-4	1.833166E-2
9.434E-3	1.534525E-4	-8.044356E-3	2.699994E-4	1.833198E-2
9.435E-3	1.534445E-4	-8.043838E-3	2.700177E-4	1.833229E-2
9.436E-3	1.534364E-4	-8.043321E-3	2.70036E-4	1.833261E-2
9.437E-3	1.534284E-4	-8.042804E-3	2.700544E-4	1.833292E-2
9.438E-3	1.534203E-4	-8.042286E-3	2.700727E-4	1.833324E-2
9.439E-3	1.534123E-4	-8.041769E-3	2.70091E-4	1.833356E-2
9.44E-3	1.534042E-4	-8.041252E-3	2.701094E-4	1.833387E-2
9.441E-3	1.533962E-4	-8.040734E-3	2.701277E-4	1.833419E-2
9.442E-3	1.533882E-4	-8.040217E-3	2.70146E-4	1.83345E-2
9.443E-3	1.533801E-4	-8.039699E-3	2.701644E-4	1.833482E-2
9.444E-3	1.533721E-4	-8.039182E-3	2.701827E-4	1.833513E-2
9.445E-3	1.53364E-4	-8.038664E-3	2.70201E-4	1.833545E-2
9.446E-3	1.53356E-4	-8.038147E-3	2.702194E-4	1.833576E-2
9.447E-3	1.53348E-4	-8.037629E-3	2.702377E-4	1.833608E-2
9.448E-3	1.533399E-4	-8.037111E-3	2.70256E-4	1.833639E-2
9.449E-3	1.533319E-4	-8.036594E-3	2.702744E-4	1.833671E-2
9.45E-3	1.533239E-4	-8.036076E-3	2.702927E-4	1.833702E-2
9.451E-3	1.533158E-4	-8.035558E-3	2.70311E-4	1.833734E-2
9.452E-3	1.533078E-4	-8.03504E-3	2.703294E-4	1.833765E-2
9.453E-3	1.532997E-4	-8.034522E-3	2.703477E-4	1.833797E-2
9.454E-3	1.532917E-4	-8.034005E-3	2.703661E-4	1.833828E-2
9.455E-3	1.532837E-4	-8.033487E-3	2.703844E-4	1.83386E-2
9.456E-3	1.532756E-4	-8.032969E-3	2.704027E-4	1.833891E-2
9.457E-3	1.532676E-4	-8.032451E-3	2.704211E-4	1.833923E-2
9.458E-3	1.532596E-4	-8.031933E-3	2.704394E-4	1.833954E-2
9.459E-3	1.532516E-4	-8.031415E-3	2.704578E-4	1.833986E-2
9.46E-3	1.532435E-4	-8.030897E-3	2.704761E-4	1.834018E-2
9.461E-3	1.532355E-4	-8.030379E-3	2.704944E-4	1.834049E-2
9.462E-3	1.532275E-4	-8.02986E-3	2.705128E-4	1.834081E-2
9.463E-3	1.532194E-4	-8.029342E-3	2.705311E-4	1.834112E-2
9.464E-3	1.532114E-4	-8.028824E-3	2.705495E-4	1.834144E-2
9.465E-3	1.532034E-4	-8.028306E-3	2.705678E-4	1.834175E-2
9.466E-3	1.531953E-4	-8.027788E-3	2.705861E-4	1.834207E-2
9.467E-3	1.531873E-4	-8.027269E-3	2.706045E-4	1.834238E-2
9.468E-3	1.531793E-4	-8.026751E-3	2.706228E-4	1.834269E-2
9.469E-3	1.531713E-4	-8.026233E-3	2.706412E-4	1.834301E-2
9.47E-3	1.531632E-4	-8.025714E-3	2.706595E-4	1.834332E-2
9.471E-3	1.531552E-4	-8.025196E-3	2.706779E-4	1.834364E-2
9.472E-3	1.531472E-4	-8.024677E-3	2.706962E-4	1.834395E-2
9.473E-3	1.531392E-4	-8.024159E-3	2.707145E-4	1.834427E-2
9.474E-3	1.531311E-4	-8.02364E-3	2.707329E-4	1.834458E-2
9.475E-3	1.531231E-4	-8.023122E-3	2.707512E-4	1.83449E-2
9.476E-3	1.531151E-4	-8.022603E-3	2.707696E-4	1.834521E-2
9.477E-3	1.531071E-4	-8.022085E-3	2.707879E-4	1.834553E-2
9.478E-3	1.53099E-4	-8.021566E-3	2.708063E-4	1.834584E-2
9.479E-3	1.53091E-4	-8.021047E-3	2.708246E-4	1.834616E-2
9.48E-3	1.53083E-4	-8.020529E-3	2.70843E-4	1.834647E-2
9.481E-3	1.53075E-4	-8.02001E-3	2.708613E-4	1.834679E-2
9.482E-3	1.53067E-4	-8.019491E-3	2.708797E-4	1.83471E-2
9.483E-3	1.530589E-4	-8.018972E-3	2.70898E-4	1.834742E-2
9.484E-3	1.530509E-4	-8.018453E-3	2.709164E-4	1.834773E-2
9.485E-3	1.530429E-4	-8.017935E-3	2.709347E-4	1.834805E-2
9.486E-3	1.530349E-4	-8.017416E-3	2.70953E-4	1.834836E-2
9.487E-3	1.530269E-4	-8.016897E-3	2.709714E-4	1.834868E-2
9.488E-3	1.530189E-4	-8.016378E-3	2.709897E-4	1.834899E-2
9.489E-3	1.530108E-4	-8.015859E-3	2.710081E-4	1.834931E-2
9.49E-3	1.530028E-4	-8.01534E-3	2.710264E-4	1.834962E-2
9.491E-3	1.529948E-4	-8.014821E-3	2.710448E-4	1.834993E-2
9.492E-3	1.529868E-4	-8.014302E-3	2.710631E-4	1.835025E-2
9.493E-3	1.529788E-4	-8.013782E-3	2.710815E-4	1.835056E-2
9.494E-3	1.529708E-4	-8.013263E-3	2.710998E-4	1.835088E-2
9.495E-3	1.529628E-4	-8.012744E-3	2.711182E-4	1.835119E-2
9.496E-3	1.529547E-4	-8.012225E-3	2.711365E-4	1.835151E-2
9.497E-3	1.529467E-4	-8.011706E-3	2.711549E-4	1.835182E-2
9.498E-3	1.529387E-4	-8.011186E-3	2.711733E-4	1.835214E-2
9.499E-3	1.529307E-4	-8.010667E-3	2.711916E-4	1.835245E-2
9.5E-3	1.529227E-4	-8.010148E-3	2.7121E-4	1.835276E-2
9.501E-3	1.529147E-4	-8.009628E-3	2.712283E-4	1.835308E-2
9.502E-3	1.529067E-4	-8.009109E-3	2.712467E-4	1.835339E-2
9.503E-3	1.528987E-4	-8.008589E-3	2.71265E-4	1.835371E-2
9.504E-3	1.528907E-4	-8.00807E-3	2.712834E-4	1.835402E-2
9.505E-3	1.528827E-4	-8.00755E-3	2.713017E-4	1.835434E-2
9.506E-3	1.528746E-4	-8.007031E-3	2.713201E-4	1.835465E-2
9.507E-3	1.528666E-4	-8.006511E-3	2.713384E-4	1.835497E-2
9.508E-3	1.528586E-4	-8.005992E-3	2.713568E-4	1.835528E-2
9.509E-3	1.528506E-4	-8.005472E-3	2.713751E-4	1.835559E-2
9.51E-3	1.528426E-4	-8.004952E-3	2.713935E-4	1.835591E-2
9.511E-3	1.528346E-4	-8.004432E-3	2.714119E-4	1.835622E-2
9.512E-3	1.528266E-4	-8.003913E-3	2.714302E-4	1.835654E-2
9.513E-3	1.528186E-4	-8.003393E-3	2.714486E-4	1.835685E-2
9.514E-3	1.528106E-4	-8.002873E-3	2.714669E-4	1.835717E-2
9.515E-3	1.528026E-4	-8.002353E-3	2.714853E-4	1.835748E-2
9.516E-3	1.527946E-4	-8.001833E-3	2.715036E-4	1.835779E-2
9.517E-3	1.527866E-4	-8.001313E-3	2.71522E-4	1.835811E-2
9.518E-3	1.527786E-4	-8.000793E-3	2.715404E-4	1.835842E-2
9.519E-3	1.527706E-4	-8.000273E-3	2.715587E-4	1.835874E-2
9.52E-3	1.527626E-4	-7.999753E-3	2.715771E-4	1.835905E-2
9.521E-3	1.527546E-4	-7.999233E-3	2.715954E-4	1.835936E-2
9.522E-3	1.527466E-4	-7.998713E-3	2.716138E-4	1.835968E-2
9.523E-3	1.527386E-4	-7.998193E-3	2.716322E-4	1.835999E-2
9.524E-3	1.527306E-4	-7.997673E-3	2.716505E-4	1.836031E-2
9.525E-3	1.527226E-4	-7.997153E-3	2.716689E-4	1.836062E-2
9.526E-3	1.527146E-4	-7.996633E-3	2.716872E-4	1.836093E-2
9.527E-3	1.527066E-4	-7.996112E-3	2.717056E-4	1.836125E-2
9.528E-3	1.526986E-4	-7.995592E-3	2.71724E-4	1.836156E-2
9.529E-3	1.526906E-4	-7.995072E-3	2.717423E-4	1.836188E-2
9.53E-3	1.526826E-4	-7.994552E-3	2.717607E-4	1.836219E-2
9.531E-3	1.526746E-4	-7.994031E-3	2.71779E-4	1.83625E-2
9.532E-3	1.526666E-4	-7.993511E-3	2.717974E-4	1.836282E-2
9.533E-3	1.526586E-4	-7.99299E-3	2.718158E-4	1.836313E-2
9.534E-3	1.526507E-4	-7.99247E-3	2.718341E-4	1.836345E-2
9.535E-3	1.526427E-4	-7.991949E-3	2.718525E-4	1.836376E-2
9.536E-3	1.526347E-4	-7.991429E-3	2.718709E-4	1.836407E-2
9.537E-3	1.526267E-4	-7.990908E-3	2.718892E-4	1.836439E-2
9.538E-3	1.526187E-4	-7.990388E-3	2.719076E-4	1.83647E-2
9.539E-3	1.526107E-4	-7.989867E-3	2.71926E-4	1.836502E-2
9.54E-3	1.526027E-4	-7.989346E-3	2.719443E-4	1.836533E-2
9.541E-3	1.525947E-4	-7.988826E-3	2.719627E-4	1.836564E-2
9.542E-3	1.525867E-4	-7.988305E-3	2.71981E-4	1.836596E-2
9.543E-3	1.525787E-4	-7.987784E-3	2.719994E-4	1.836627E-2
9.544E-3	1.525708E-4	-7.987263E-3	2.720178E-4	1.836658E-2
9.545E-3	1.525628E-4	-7.986742E-3	2.720361E-4	1.83669E-2
9.546E-3	1.525548E-4	-7.986222E-3	2.720545E-4	1.836721E-2
9.547E-3	1.525468E-4	-7.985701E-3	2.720729E-4	1.836753E-2
9.548E-3	1.525388E-4	-7.98518E-3	2.720912E-4	1.836784E-2
9.549E-3	1.525308E-4	-7.984659E-3	2.721096E-4	1.836815E-2
9.55E-3	1.525228E-4	-7.984138E-3	2.72128E-4	1.836847E-2
9.551E-3	1.525149E-4	-7.983617E-3	2.721464E-4	1.836878E-2
9.552E-3	1.525069E-4	-7.983096E-3	2.721647E-4	1.836909E-2
9.553E-3	1.524989E-4	-7.982575E-3	2.721831E-4	1.836941E-2
9.554E-3	1.524909E-4	-7.982053E-3	2.722015E-4	1.836972E-2
9.555E-3	1.524829E-4	-7.981532E-3	2.722198E-4	1.837003E-2
9.556E-3	1.524749E-4	-7.981011E-3	2.722382E-4	1.837035E-2
9.557E-3	1.52467E-4	-7.98049E-3	2.722566E-4	1.837066E-2
9.558E-3	1.52459E-4	-7.979969E-3	2.722749E-4	1.837098E-2
9.559E-3	1.52451E-4	-7.979447E-3	2.722933E-4	1.837129E-2
9.56E-3	1.52443E-4	-7.978926E-3	2.723117E-4	1.83716E-2
9.561E-3	1.52435E-4	-7.978405E-3	2.723301E-4	1.837192E-2
9.562E-3	1.524271E-4	-7.977883E-3	2.723484E-4	1.837223E-2
9.563E-3	1.524191E-4	-7.977362E-3	2.723668E-4	1.837254E-2
9.564E-3	1.524111E-4	-7.97684E-3	2.723852E-4	1.837286E-2
9.565E-3	1.524031E-4	-7.976319E-3	2.724035E-4	1.837317E-2
9.566E-3	1.523952E-4	-7.975797E-3	2.724219E-4	1.837348E-2
9.567E-3	1.523872E-4	-7.975276E-3	2.724403E-4	1.83738E-2
9.568E-3	1.523792E-4	-7.974754E-3	2.724587E-4	1.837411E-2
9.569E-3	1.523712E-4	-7.974232E-3	2.72477E-4	1.837442E-2
9.57E-3	1.523633E-4	-7.973711E-3	2.724954E-4	1.837474E-2
9.571E-3	1.523553E-4	-7.973189E-3	2.725138E-4	1.837505E-2
9.572E-3	1.523473E-4	-7.972667E-3	2.725322E-4	1.837536E-2
9.573E-3	1.523393E-4	-7.972146E-3	2.725505E-4	1.837568E-2
9.574E-3	1.523314E-4	-7.971624E-3	2.725689E-4	1.837599E-2
9.575E-3	1.523234E-4	-7.971102E-3	2.725873E-4	1.83763E-2
9.576E-3	1.523154E-4	-7.97058E-3	2.726057E-4	1.837662E-2
9.577E-3	1.523075E-4	-7.970058E-3	2.72624E-4	1.837693E-2
9.578E-3	1.522995E-4	-7.969536E-3	2.726424E-4	1.837724E-2
9.579E-3	1.522915E-4	-7.969014E-3	2.726608E-4	1.837756E-2
9.58E-3	1.522836E-4	-7.968492E-3	2.726792E-4	1.837787E-2
9.581E-3	1.522756E-4	-7.96797E-3	2.726976E-4	1.837818E-2
9.582E-3	1.522676E-4	-7.967448E-3	2.727159E-4	1.83785E-2
9.583E-3	1.522596E-4	-7.966926E-3	2.727343E-4	1.837881E-2
9.584E-3	1.522517E-4	-7.966404E-3	2.727527E-4	1.837912E-2
9.585E-3	1.522437E-4	-7.965882E-3	2.727711E-4	1.837943E-2
9.586E-3	1.522357E-4	-7.96536E-3	2.727895E-4	1.837975E-2
9.587E-3	1.522278E-4	-7.964837E-3	2.728078E-4	1.838006E-2
9.588E-3	1.522198E-4	-7.964315E-3	2.728262E-4	1.838037E-2
9.589E-3	1.522119E-4	-7.963793E-3	2.728446E-4	1.838069E-2
9.59E-3	1.522039E-4	-7.963271E-3	2.72863E-4	1.8381E-2
9.591E-3	1.521959E-4	-7.962748E-3	2.728814E-4	1.838131E-2
9.592E-3	1.52188E-4	-7.962226E-3	2.728997E-4	1.838163E-2
9.593E-3	1.5218E-4	-7.961703E-3	2.729181E-4	1.838194E-2
9.594E-3	1.52172E-4	-7.961181E-3	2.729365E-4	1.838225E-2
9.595E-3	1.521641E-4	-7.960658E-3	2.729549E-4	1.838256E-2
9.596E-3	1.521561E-4	-7.960136E-3	2.729733E-4	1.838288E-2
9.597E-3	1.521482E-4	-7.959613E-3	2.729917E-4	1.838319E-2
9.598E-3	1.521402E-4	-7.959091E-3	2.7301E-4	1.83835E-2
9.599E-3	1.521322E-4	-7.958568E-3	2.730284E-4	1.838382E-2
9.6E-3	1.521243E-4	-7.958046E-3	2.730468E-4	1.838413E-2
9.601E-3	1.521163E-4	-7.957523E-3	2.730652E-4	1.838444E-2
9.602E-3	1.521084E-4	-7.957E-3	2.730836E-4	1.838476E-2
9.603E-3	1.521004E-4	-7.956477E-3	2.73102E-4	1.838507E-2
9.604E-3	1.520925E-4	-7.955955E-3	2.731203E-4	1.838538E-2
9.605E-3	1.520845E-4	-7.955432E-3	2.731387E-4	1.838569E-2
9.606E-3	1.520765E-4	-7.954909E-3	2.731571E-4	1.838601E-2
9.607E-3	1.520686E-4	-7.954386E-3	2.731755E-4	1.838632E-2
9.608E-3	1.520606E-4	-7.953863E-3	2.731939E-4	1.838663E-2
9.609E-3	1.520527E-4	-7.95334E-3	2.732123E-4	1.838694E-2
9.61E-3	1.520447E-4	-7.952817E-3	2.732307E-4	1.838726E-2
9.611E-3	1.520368E-4	-7.952294E-3	2.73249E-4	1.838757E-2
9.612E-3	1.520288E-4	-7.951771E-3	2.732674E-4	1.838788E-2
9.613E-3	1.520209E-4	-7.951248E-3	2.732858E-4	1.83882E-2
9.614E-3	1.520129E-4	-7.950725E-3	2.733042E-4	1.838851E-2
9.615E-3	1.52005E-4	-7.950202E-3	2.733226E-4	1.838882E-2
9.616E-3	1.51997E-4	-7.949679E-3	2.73341E-4	1.838913E-2
9.617E-3	1.519891E-4	-7.949155E-3	2.733594E-4	1.838945E-2
9.618E-3	1.519811E-4	-7.948632E-3	2.733778E-4	1.838976E-2
9.619E-3	1.519732E-4	-7.948109E-3	2.733962E-4	1.839007E-2
9.62E-3	1.519652E-4	-7.947585E-3	2.734145E-4	1.839038E-2
9.621E-3	1.519573E-4	-7.947062E-3	2.734329E-4	1.83907E-2
9.622E-3	1.519493E-4	-7.946539E-3	2.734513E-4	1.839101E-2
9.623E-3	1.519414E-4	-7.946015E-3	2.734697E-4	1.839132E-2
9.624E-3	1.519334E-4	-7.945492E-3	2.734881E-4	1.839163E-2
9.625E-3	1.519255E-4	-7.944968E-3	2.735065E-4	1.839195E-2
9.626E-3	1.519176E-4	-7.944445E-3	2.735249E-4	1.839226E-2
9.627E-3	1.519096E-4	-7.943921E-3	2.735433E-4	1.839257E-2
9.628E-3	1.519017E-4	-7.943398E-3	2.735617E-4	1.839288E-2
9.629E-3	1.518937E-4	-7.942874E-3	2.735801E-4	1.83932E-2
9.63E-3	1.518858E-4	-7.94235E-3	2.735985E-4	1.839351E-2
9.631E-3	1.518778E-4	-7.941827E-3	2.736169E-4	1.839382E-2
9.632E-3	1.518699E-4	-7.941303E-3	2.736353E-4	1.839413E-2
9.633E-3	1.51862E-4	-7.940779E-3	2.736536E-4	1.839445E-2
9.634E-3	1.51854E-4	-7.940255E-3	2.73672E-4	1.839476E-2
9.635E-3	1.518461E-4	-7.939732E-3	2.736904E-4	1.839507E-2
9.636E-3	1.518381E-4	-7.939208E-3	2.737088E-4	1.839538E-2
9.637E-3	1.518302E-4	-7.938684E-3	2.737272E-4	1.83957E-2
9.638E-3	1.518223E-4	-7.93816E-3	2.737456E-4	1.839601E-2
9.639E-3	1.518143E-4	-7.937636E-3	2.73764E-4	1.839632E-2
9.64E-3	1.518064E-4	-7.937112E-3	2.737824E-4	1.839663E-2
9.641E-3	1.517984E-4	-7.936588E-3	2.738008E-4	1.839694E-2
9.642E-3	1.517905E-4	-7.936064E-3	2.738192E-4	1.839726E-2
9.643E-3	1.517826E-4	-7.93554E-3	2.738376E-4	1.839757E-2
9.644E-3	1.517746E-4	-7.935016E-3	2.73856E-4	1.839788E-2
9.645E-3	1.517667E-4	-7.934492E-3	2.738744E-4	1.839819E-2
9.646E-3	1.517588E-4	-7.933967E-3	2.738928E-4	1.839851E-2
9.647E-3	1.517508E-4	-7.933443E-3	2.739112E-4	1.839882E-2
9.648E-3	1.517429E-4	-7.932919E-3	2.739296E-4	1.839913E-2
9.649E-3	1.51735E-4	-7.932395E-3	2.73948E-4	1.839944E-2
9.65E-3	1.51727E-4	-7.93187E-3	2.739664E-4	1.839975E-2
9.651E-3	1.517191E-4	-7.931346E-3	2.739848E-4	1.840007E-2
9.652E-3	1.517112E-4	-7.930822E-3	2.740032E-4	1.840038E-2
9.653E-3	1.517032E-4	-7.930297E-3	2.740216E-4	1.840069E-2
9.654E-3	1.516953E-4	-7.929773E-3	2.7404E-4	1.8401E-2
9.655E-3	1.516874E-4	-7.929248E-3	2.740584E-4	1.840131E-2
9.656E-3	1.516795E-4	-7.928724E-3	2.740768E-4	1.840163E-2
9.657E-3	1.516715E-4	-7.928199E-3	2.740952E-4	1.840194E-2
9.658E-3	1.516636E-4	-7.927674E-3	2.741136E-4	1.840225E-2
9.659E-3	1.516557E-4	-7.92715E-3	2.74132E-4	1.840256E-2
9.66E-3	1.516477E-4	-7.926625E-3	2.741504E-4	1.840287E-2
9.661E-3	1.516398E-4	-7.926101E-3	2.741688E-4	1.840319E-2
9.662E-3	1.516319E-4	-7.925576E-3	2.741872E-4	1.84035E-2
9.663E-3	1.51624E-4	-7.925051E-3	2.742056E-4	1.840381E-2
9.664E-3	1.51616E-4	-7.924526E-3	2.74224E-4	1.840412E-2
9.665E-3	1.516081E-4	-7.924001E-3	2.742424E-4	1.840443E-2
9.666E-3	1.516002E-4	-7.923477E-3	2.742608E-4	1.840475E-2
9.667E-3	1.515923E-4	-7.922952E-3	2.742792E-4	1.840506E-2
9.668E-3	1.515843E-4	-7.922427E-3	2.742976E-4	1.840537E-2
9.669E-3	1.515764E-4	-7.921902E-3	2.74316E-4	1.840568E-2
9.67E-3	1.515685E-4	-7.921377E-3	2.743345E-4	1.840599E-2
9.671E-3	1.515606E-4	-7.920852E-3	2.743529E-4	1.84063E-2
9.672E-3	1.515527E-4	-7.920327E-3	2.743713E-4	1.840662E-2
9.673E-3	1.515447E-4	-7.919802E-3	2.743897E-4	1.840693E-2
9.674E-3	1.515368E-4	-7.919276E-3	2.744081E-4	1.840724E-2
9.675E-3	1.515289E-4	-7.918751E-3	2.744265E-4	1.840755E-2
9.676E-3	1.51521E-4	-7.918226E-3	2.744449E-4	1.840786E-2
9.677E-3	1.515131E-4	-7.917701E-3	2.744633E-4	1.840817E-2
9.678E-3	1.515052E-4	-7.917176E-3	2.744817E-4	1.840849E-2
9.679E-3	1.514972E-4	-7.91665E-3	2.745001E-4	1.84088E-2
9.68E-3	1.514893E-4	-7.916125E-3	2.745185E-4	1.840911E-2
9.681E-3	1.514814E-4	-7.9156E-3	2.745369E-4	1.840942E-2
9.682E-3	1.514735E-4	-7.915074E-3	2.745554E-4	1.840973E-2
9.683E-3	1.514656E-4	-7.914549E-3	2.745738E-4	1.841004E-2
9.684E-3	1.514577E-4	-7.914023E-3	2.745922E-4	1.841036E-2
9.685E-3	1.514497E-4	-7.913498E-3	2.746106E-4	1.841067E-2
9.686E-3	1.514418E-4	-7.912972E-3	2.74629E-4	1.841098E-2
9.687E-3	1.514339E-4	-7.912447E-3	2.746474E-4	1.841129E-2
9.688E-3	1.51426E-4	-7.911921E-3	2.746658E-4	1.84116E-2
9.689E-3	1.514181E-4	-7.911395E-3	2.746842E-4	1.841191E-2
9.69E-3	1.514102E-4	-7.91087E-3	2.747026E-4	1.841223E-2
9.691E-3	1.514023E-4	-7.910344E-3	2.747211E-4	1.841254E-2
9.692E-3	1.513944E-4	-7.909818E-3	2.747395E-4	1.841285E-2
9.693E-3	1.513865E-4	-7.909293E-3	2.747579E-4	1.841316E-2
9.694E-3	1.513785E-4	-7.908767E-3	2.747763E-4	1.841347E-2
9.695E-3	1.513706E-4	-7.908241E-3	2.747947E-4	1.841378E-2
9.696E-3	1.513627E-4	-7.907715E-3	2.748131E-4	1.841409E-2
9.697E-3	1.513548E-4	-7.907189E-3	2.748315E-4	1.841441E-2
9.698E-3	1.513469E-4	-7.906663E-3	2.748499E-4	1.841472E-2
9.699E-3	1.51339E-4	-7.906137E-3	2.748684E-4	1.841503E-2
9.7E-3	1.513311E-4	-7.905611E-3	2.748868E-4	1.841534E-2
9.701E-3	1.513232E-4	-7.905085E-3	2.749052E-4	1.841565E-2
9.702E-3	1.513153E-4	-7.904559E-3	2.749236E-4	1.841596E-2
9.703E-3	1.513074E-4	-7.904033E-3	2.74942E-4	1.841627E-2
9.704E-3	1.512995E-4	-7.903507E-3	2.749604E-4	1.841658E-2
9.705E-3	1.512916E-4	-7.902981E-3	2.749789E-4	1.84169E-2
9.706E-3	1.512837E-4	-7.902455E-3	2.749973E-4	1.841721E-2
9.707E-3	1.512758E-4	-7.901928E-3	2.750157E-4	1.841752E-2
9.708E-3	1.512679E-4	-7.901402E-3	2.750341E-4	1.841783E-2
9.709E-3	1.5126E-4	-7.900876E-3	2.750525E-4	1.841814E-2
9.71E-3	1.512521E-4	-7.900349E-3	2.750709E-4	1.841845E-2
9.711E-3	1.512442E-4	-7.899823E-3	2.750894E-4	1.841876E-2
9.712E-3	1.512363E-4	-7.899297E-3	2.751078E-4	1.841907E-2
9.713E-3	1.512284E-4	-7.89877E-3	2.751262E-4	1.841939E-2
9.714E-3	1.512205E-4	-7.898244E-3	2.751446E-4	1.84197E-2
9.715E-3	1.512126E-4	-7.897717E-3	2.75163E-4	1.842001E-2
9.716E-3	1.512047E-4	-7.897191E-3	2.751815E-4	1.842032E-2
9.717E-3	1.511968E-4	-7.896664E-3	2.751999E-4	1.842063E-2
9.718E-3	1.511889E-4	-7.896137E-3	2.752183E-4	1.842094E-2
9.719E-3	1.51181E-4	-7.895611E-3	2.752367E-4	1.842125E-2
9.72E-3	1.511731E-4	-7.895084E-3	2.752551E-4	1.842156E-2
9.721E-3	1.511652E-4	-7.894557E-3	2.752736E-4	1.842187E-2
9.722E-3	1.511573E-4	-7.894031E-3	2.75292E-4	1.842219E-2
9.723E-3	1.511494E-4	-7.893504E-3	2.753104E-4	1.84225E-2
9.724E-3	1.511415E-4	-7.892977E-3	2.753288E-4	1.842281E-2
9.725E-3	1.511336E-4	-7.89245E-3	2.753473E-4	1.842312E-2
9.726E-3	1.511257E-4	-7.891923E-3	2.753657E-4	1.842343E-2
9.727E-3	1.511178E-4	-7.891396E-3	2.753841E-4	1.842374E-2
9.728E-3	1.511099E-4	-7.890869E-3	2.754025E-4	1.842405E-2
9.729E-3	1.511021E-4	-7.890342E-3	2.75421E-4	1.842436E-2
9.73E-3	1.510942E-4	-7.889815E-3	2.754394E-4	1.842467E-2
9.731E-3	1.510863E-4	-7.889288E-3	2.754578E-4	1.842498E-2
9.732E-3	1.510784E-4	-7.888761E-3	2.754762E-4	1.842529E-2
9.733E-3	1.510705E-4	-7.888234E-3	2.754947E-4	1.842561E-2
9.734E-3	1.510626E-4	-7.887707E-3	2.755131E-4	1.842592E-2
9.735E-3	1.510547E-4	-7.88718E-3	2.755315E-4	1.842623E-2
9.736E-3	1.510468E-4	-7.886653E-3	2.755499E-4	1.842654E-2
