Current (A)= 1.0E-5
Energy (V)= 8000.0
Mass (u)= 40.0
Emittance (m-rad)= 9.45E-7

    Z      	  a (m)    	   a'    	  b (m) 	   b'
4.2737E-3	9.342204E-4	-2.791089E-2	1.327578E-3	8.316341E-2
4.2896E-3	9.337809E-4	-2.737054E-2	1.328894E-3	8.239696E-2
4.3055E-3	9.3335E-4	-2.683044E-2	1.330198E-3	8.162975E-2
4.3214E-3	9.329277E-4	-2.629059E-2	1.33149E-3	8.086178E-2
4.3373E-3	9.32514E-4	-2.575098E-2	1.33277E-3	8.009308E-2
4.3532E-3	9.321089E-4	-2.52116E-2	1.334037E-3	7.932364E-2
4.3691E-3	9.317123E-4	-2.467246E-2	1.335292E-3	7.855347E-2
4.385E-3	9.313243E-4	-2.413354E-2	1.336535E-3	7.778258E-2
4.4009E-3	9.309448E-4	-2.359485E-2	1.337766E-3	7.701097E-2
4.4168E-3	9.30574E-4	-2.305637E-2	1.338984E-3	7.623866E-2
4.4327E-3	9.302116E-4	-2.25181E-2	1.34019E-3	7.546564E-2
4.4486E-3	9.298579E-4	-2.198004E-2	1.341384E-3	7.469194E-2
4.4645E-3	9.295127E-4	-2.144219E-2	1.342565E-3	7.391754E-2
4.4804E-3	9.29176E-4	-2.090453E-2	1.343734E-3	7.314247E-2
4.4963E-3	9.288479E-4	-2.036706E-2	1.344891E-3	7.236672E-2
4.5122E-3	9.285283E-4	-1.982978E-2	1.346035E-3	7.159031E-2
4.5281E-3	9.282173E-4	-1.929269E-2	1.347168E-3	7.081324E-2
4.544E-3	9.279148E-4	-1.875577E-2	1.348287E-3	7.003553E-2
4.5599E-3	9.276209E-4	-1.821902E-2	1.349395E-3	6.925716E-2
4.5758E-3	9.273355E-4	-1.768244E-2	1.35049E-3	6.847816E-2
4.5917E-3	9.270586E-4	-1.714602E-2	1.351572E-3	6.769854E-2
4.6076E-3	9.267902E-4	-1.660976E-2	1.352643E-3	6.691829E-2
4.6235E-3	9.265304E-4	-1.607366E-2	1.3537E-3	6.613742E-2
4.6394E-3	9.262791E-4	-1.55377E-2	1.354746E-3	6.535595E-2
4.6553E-3	9.260363E-4	-1.500188E-2	1.355779E-3	6.457387E-2
4.6712E-3	9.25802E-4	-1.446621E-2	1.356799E-3	6.379121E-2
4.6871E-3	9.255763E-4	-1.393066E-2	1.357807E-3	6.300795E-2
4.703E-3	9.25359E-4	-1.339525E-2	1.358803E-3	6.222412E-2
4.7189E-3	9.251503E-4	-1.285995E-2	1.359786E-3	6.143972E-2
4.7348E-3	9.249501E-4	-1.232478E-2	1.360757E-3	6.065475E-2
4.7507E-3	9.247584E-4	-1.178972E-2	1.361715E-3	5.986922E-2
4.7666E-3	9.245752E-4	-1.125477E-2	1.36266E-3	5.908315E-2
4.7825E-3	9.244005E-4	-1.071992E-2	1.363594E-3	5.829653E-2
4.7984E-3	9.242343E-4	-1.018517E-2	1.364514E-3	5.750937E-2
4.8143E-3	9.240766E-4	-9.650512E-3	1.365422E-3	5.672169E-2
4.8302E-3	9.239274E-4	-9.115944E-3	1.366318E-3	5.593349E-2
4.8461E-3	9.237867E-4	-8.581461E-3	1.367201E-3	5.514477E-2
4.862E-3	9.236545E-4	-8.047057E-3	1.368072E-3	5.435554E-2
4.8779E-3	9.235308E-4	-7.512727E-3	1.36893E-3	5.356582E-2
4.8938E-3	9.234156E-4	-6.978466E-3	1.369775E-3	5.27756E-2
4.9097E-3	9.233089E-4	-6.44427E-3	1.370608E-3	5.19849E-2
4.9256E-3	9.232107E-4	-5.910132E-3	1.371428E-3	5.119372E-2
4.9415E-3	9.231209E-4	-5.37605E-3	1.372236E-3	5.040207E-2
4.9574E-3	9.230397E-4	-4.842017E-3	1.373031E-3	4.960996E-2
4.9733E-3	9.22967E-4	-4.308029E-3	1.373813E-3	4.881739E-2
4.9892E-3	9.229027E-4	-3.774081E-3	1.374583E-3	4.802437E-2
5.0051E-3	9.228469E-4	-3.240167E-3	1.375341E-3	4.723091E-2
5.021E-3	9.227997E-4	-2.706284E-3	1.376085E-3	4.643702E-2
5.0369E-3	9.227609E-4	-2.172425E-3	1.376817E-3	4.56427E-2
5.0528E-3	9.227306E-4	-1.638587E-3	1.377537E-3	4.484796E-2
5.0687E-3	9.227088E-4	-1.104764E-3	1.378243E-3	4.405281E-2
5.0846E-3	9.226954E-4	-5.709515E-4	1.378938E-3	4.325725E-2
5.1005E-3	9.226906E-4	-3.714447E-5	1.379619E-3	4.24613E-2
5.1164E-3	9.226943E-4	4.96662E-4	1.380288E-3	4.166495E-2
5.1323E-3	9.227064E-4	1.030473E-3	1.380944E-3	4.086823E-2
5.1482E-3	9.22727E-4	1.564293E-3	1.381587E-3	4.007112E-2
5.1641E-3	9.227562E-4	2.098127E-3	1.382218E-3	3.927365E-2
5.18E-3	9.227938E-4	2.63198E-3	1.382836E-3	3.847582E-2
5.19E-3	9.228201E-4	2.632488E-3	1.383221E-3	3.847632E-2
5.2E-3	9.228464E-4	2.632995E-3	1.383606E-3	3.847682E-2
5.21E-3	9.228727E-4	2.633502E-3	1.383991E-3	3.847732E-2
5.22E-3	9.228991E-4	2.634009E-3	1.384375E-3	3.847782E-2
5.23E-3	9.229254E-4	2.634516E-3	1.38476E-3	3.847832E-2
5.24E-3	9.229518E-4	2.635023E-3	1.385145E-3	3.847882E-2
5.25E-3	9.229781E-4	2.63553E-3	1.38553E-3	3.847931E-2
5.26E-3	9.230045E-4	2.636037E-3	1.385915E-3	3.847981E-2
5.27E-3	9.230308E-4	2.636543E-3	1.386299E-3	3.848031E-2
5.28E-3	9.230572E-4	2.63705E-3	1.386684E-3	3.848081E-2
5.29E-3	9.230836E-4	2.637557E-3	1.387069E-3	3.848131E-2
5.3E-3	9.2311E-4	2.638063E-3	1.387454E-3	3.848181E-2
5.31E-3	9.231363E-4	2.638569E-3	1.387839E-3	3.848231E-2
5.32E-3	9.231627E-4	2.639075E-3	1.388223E-3	3.84828E-2
5.33E-3	9.231891E-4	2.639582E-3	1.388608E-3	3.84833E-2
5.34E-3	9.232155E-4	2.640088E-3	1.388993E-3	3.84838E-2
5.35E-3	9.232419E-4	2.640594E-3	1.389378E-3	3.84843E-2
5.36E-3	9.232683E-4	2.641099E-3	1.389763E-3	3.84848E-2
5.37E-3	9.232947E-4	2.641605E-3	1.390148E-3	3.848529E-2
5.38E-3	9.233212E-4	2.642111E-3	1.390532E-3	3.848579E-2
5.39E-3	9.233476E-4	2.642616E-3	1.390917E-3	3.848629E-2
5.4E-3	9.23374E-4	2.643122E-3	1.391302E-3	3.848679E-2
5.41E-3	9.234005E-4	2.643627E-3	1.391687E-3	3.848728E-2
5.42E-3	9.234269E-4	2.644133E-3	1.392072E-3	3.848778E-2
5.43E-3	9.234533E-4	2.644638E-3	1.392457E-3	3.848828E-2
5.44E-3	9.234798E-4	2.645143E-3	1.392842E-3	3.848877E-2
5.45E-3	9.235062E-4	2.645648E-3	1.393227E-3	3.848927E-2
5.46E-3	9.235327E-4	2.646153E-3	1.393611E-3	3.848977E-2
5.47E-3	9.235592E-4	2.646658E-3	1.393996E-3	3.849027E-2
5.48E-3	9.235856E-4	2.647163E-3	1.394381E-3	3.849076E-2
5.49E-3	9.236121E-4	2.647668E-3	1.394766E-3	3.849126E-2
5.5E-3	9.236386E-4	2.648172E-3	1.395151E-3	3.849176E-2
5.51E-3	9.236651E-4	2.648677E-3	1.395536E-3	3.849225E-2
5.52E-3	9.236916E-4	2.649181E-3	1.395921E-3	3.849275E-2
5.53E-3	9.237181E-4	2.649685E-3	1.396306E-3	3.849324E-2
5.54E-3	9.237446E-4	2.65019E-3	1.396691E-3	3.849374E-2
5.55E-3	9.237711E-4	2.650694E-3	1.397076E-3	3.849424E-2
5.56E-3	9.237976E-4	2.651198E-3	1.397461E-3	3.849473E-2
5.57E-3	9.238241E-4	2.651702E-3	1.397846E-3	3.849523E-2
5.58E-3	9.238506E-4	2.652206E-3	1.398231E-3	3.849572E-2
5.59E-3	9.238771E-4	2.65271E-3	1.398616E-3	3.849622E-2
5.6E-3	9.239037E-4	2.653213E-3	1.399001E-3	3.849672E-2
5.61E-3	9.239302E-4	2.653717E-3	1.399386E-3	3.849721E-2
5.62E-3	9.239567E-4	2.654221E-3	1.39977E-3	3.849771E-2
5.63E-3	9.239833E-4	2.654724E-3	1.400155E-3	3.84982E-2
5.64E-3	9.240098E-4	2.655228E-3	1.40054E-3	3.84987E-2
5.65E-3	9.240364E-4	2.655731E-3	1.400925E-3	3.849919E-2
5.66E-3	9.240629E-4	2.656234E-3	1.40131E-3	3.849969E-2
5.67E-3	9.240895E-4	2.656737E-3	1.401695E-3	3.850018E-2
5.68E-3	9.241161E-4	2.65724E-3	1.40208E-3	3.850068E-2
5.69E-3	9.241426E-4	2.657743E-3	1.402465E-3	3.850117E-2
5.7E-3	9.241692E-4	2.658246E-3	1.40285E-3	3.850167E-2
5.71E-3	9.241958E-4	2.658749E-3	1.403235E-3	3.850216E-2
5.72E-3	9.242224E-4	2.659251E-3	1.403621E-3	3.850266E-2
5.73E-3	9.24249E-4	2.659754E-3	1.404006E-3	3.850315E-2
5.74E-3	9.242756E-4	2.660257E-3	1.404391E-3	3.850365E-2
5.75E-3	9.243022E-4	2.660759E-3	1.404776E-3	3.850414E-2
5.76E-3	9.243288E-4	2.661261E-3	1.405161E-3	3.850463E-2
5.77E-3	9.243554E-4	2.661764E-3	1.405546E-3	3.850513E-2
5.78E-3	9.24382E-4	2.662266E-3	1.405931E-3	3.850562E-2
5.79E-3	9.244087E-4	2.662768E-3	1.406316E-3	3.850612E-2
5.8E-3	9.244353E-4	2.66327E-3	1.406701E-3	3.850661E-2
5.81E-3	9.244619E-4	2.663772E-3	1.407086E-3	3.85071E-2
5.82E-3	9.244886E-4	2.664273E-3	1.407471E-3	3.85076E-2
5.83E-3	9.245152E-4	2.664775E-3	1.407856E-3	3.850809E-2
5.84E-3	9.245419E-4	2.665277E-3	1.408241E-3	3.850859E-2
5.85E-3	9.245685E-4	2.665778E-3	1.408626E-3	3.850908E-2
5.86E-3	9.245952E-4	2.66628E-3	1.409011E-3	3.850957E-2
5.87E-3	9.246219E-4	2.666781E-3	1.409396E-3	3.851007E-2
5.88E-3	9.246485E-4	2.667282E-3	1.409782E-3	3.851056E-2
5.89E-3	9.246752E-4	2.667784E-3	1.410167E-3	3.851105E-2
5.9E-3	9.247019E-4	2.668285E-3	1.410552E-3	3.851154E-2
5.91E-3	9.247286E-4	2.668786E-3	1.410937E-3	3.851204E-2
5.92E-3	9.247553E-4	2.669287E-3	1.411322E-3	3.851253E-2
5.93E-3	9.24782E-4	2.669787E-3	1.411707E-3	3.851302E-2
5.94E-3	9.248087E-4	2.670288E-3	1.412092E-3	3.851352E-2
5.95E-3	9.248354E-4	2.670789E-3	1.412477E-3	3.851401E-2
5.96E-3	9.248621E-4	2.671289E-3	1.412863E-3	3.85145E-2
5.97E-3	9.248888E-4	2.67179E-3	1.413248E-3	3.851499E-2
5.98E-3	9.249155E-4	2.67229E-3	1.413633E-3	3.851549E-2
5.99E-3	9.249422E-4	2.672791E-3	1.414018E-3	3.851598E-2
6E-3	9.24969E-4	2.673291E-3	1.414403E-3	3.851647E-2
6.01E-3	9.249957E-4	2.673791E-3	1.414788E-3	3.851696E-2
6.02E-3	9.250224E-4	2.674291E-3	1.415174E-3	3.851745E-2
6.03E-3	9.250492E-4	2.674791E-3	1.415559E-3	3.851795E-2
6.04E-3	9.250759E-4	2.675291E-3	1.415944E-3	3.851844E-2
6.05E-3	9.251027E-4	2.675791E-3	1.416329E-3	3.851893E-2
6.06E-3	9.251294E-4	2.67629E-3	1.416714E-3	3.851942E-2
6.07E-3	9.251562E-4	2.67679E-3	1.417099E-3	3.851991E-2
6.08E-3	9.25183E-4	2.67729E-3	1.417485E-3	3.85204E-2
6.09E-3	9.252098E-4	2.677789E-3	1.41787E-3	3.852089E-2
6.1E-3	9.252365E-4	2.678288E-3	1.418255E-3	3.852139E-2
6.11E-3	9.252633E-4	2.678788E-3	1.41864E-3	3.852188E-2
6.12E-3	9.252901E-4	2.679287E-3	1.419026E-3	3.852237E-2
6.13E-3	9.253169E-4	2.679786E-3	1.419411E-3	3.852286E-2
6.14E-3	9.253437E-4	2.680285E-3	1.419796E-3	3.852335E-2
6.15E-3	9.253705E-4	2.680784E-3	1.420181E-3	3.852384E-2
6.16E-3	9.253973E-4	2.681283E-3	1.420566E-3	3.852433E-2
6.17E-3	9.254241E-4	2.681781E-3	1.420952E-3	3.852482E-2
6.18E-3	9.25451E-4	2.68228E-3	1.421337E-3	3.852531E-2
6.1959E-3	9.254995E-4	3.419042E-3	1.421941E-3	3.739555E-2
6.2118E-3	9.255597E-4	4.155848E-3	1.422526E-3	3.626532E-2
6.2277E-3	9.256316E-4	4.892706E-3	1.423094E-3	3.513463E-2
6.2436E-3	9.257153E-4	5.629625E-3	1.423643E-3	3.40035E-2
6.2595E-3	9.258106E-4	6.366615E-3	1.424175E-3	3.287193E-2
6.2754E-3	9.259177E-4	7.103686E-3	1.424689E-3	3.173995E-2
6.2913E-3	9.260365E-4	7.840846E-3	1.425184E-3	3.060757E-2
6.3072E-3	9.261671E-4	8.578105E-3	1.425662E-3	2.94748E-2
6.3231E-3	9.263093E-4	9.315473E-3	1.426122E-3	2.834166E-2
6.339E-3	9.264633E-4	1.005296E-2	1.426563E-3	2.720816E-2
6.3549E-3	9.26629E-4	1.079057E-2	1.426987E-3	2.607431E-2
6.3708E-3	9.268064E-4	1.152832E-2	1.427392E-3	2.494014E-2
6.3867E-3	9.269956E-4	1.226621E-2	1.42778E-3	2.380564E-2
6.4026E-3	9.271965E-4	1.300426E-2	1.428149E-3	2.267085E-2
6.4185E-3	9.274091E-4	1.374247E-2	1.428501E-3	2.153577E-2
6.4344E-3	9.276335E-4	1.448086E-2	1.428834E-3	2.040042E-2
6.4503E-3	9.278696E-4	1.521943E-2	1.42915E-3	1.926481E-2
6.4662E-3	9.281175E-4	1.595819E-2	1.429447E-3	1.812896E-2
6.4821E-3	9.283771E-4	1.669715E-2	1.429726E-3	1.699288E-2
6.498E-3	9.286485E-4	1.743633E-2	1.429987E-3	1.585658E-2
6.5139E-3	9.289316E-4	1.817572E-2	1.43023E-3	1.472008E-2
6.5298E-3	9.292265E-4	1.891535E-2	1.430455E-3	1.35834E-2
6.5457E-3	9.295331E-4	1.965521E-2	1.430662E-3	1.244654E-2
6.5616E-3	9.298515E-4	2.039532E-2	1.430851E-3	1.130953E-2
6.5775E-3	9.301817E-4	2.113569E-2	1.431022E-3	1.017237E-2
6.5934E-3	9.305236E-4	2.187633E-2	1.431175E-3	9.035083E-3
6.6093E-3	9.308773E-4	2.261724E-2	1.431309E-3	7.897683E-3
6.6252E-3	9.312428E-4	2.335844E-2	1.431426E-3	6.760182E-3
6.6411E-3	9.316201E-4	2.409993E-2	1.431524E-3	5.622596E-3
6.657E-3	9.320092E-4	2.484173E-2	1.431605E-3	4.484939E-3
6.6729E-3	9.324101E-4	2.558384E-2	1.431667E-3	3.347225E-3
6.6888E-3	9.328228E-4	2.632627E-2	1.431711E-3	2.209468E-3
6.7047E-3	9.332473E-4	2.706904E-2	1.431737E-3	1.071683E-3
6.7206E-3	9.336836E-4	2.781215E-2	1.431745E-3	-6.611502E-5
6.7365E-3	9.341317E-4	2.855561E-2	1.431735E-3	-1.203913E-3
6.7524E-3	9.345917E-4	2.929944E-2	1.431707E-3	-2.341695E-3
6.7683E-3	9.350634E-4	3.004363E-2	1.431661E-3	-3.479449E-3
6.7842E-3	9.35547E-4	3.07882E-2	1.431596E-3	-4.617158E-3
6.8001E-3	9.360425E-4	3.153316E-2	1.431514E-3	-5.754809E-3
6.816E-3	9.365498E-4	3.227852E-2	1.431413E-3	-6.892387E-3
6.8319E-3	9.37069E-4	3.302429E-2	1.431295E-3	-8.029879E-3
6.8478E-3	9.376E-4	3.377048E-2	1.431158E-3	-9.167269E-3
6.8637E-3	9.381429E-4	3.451709E-2	1.431003E-3	-1.030454E-2
6.8796E-3	9.386976E-4	3.526414E-2	1.43083E-3	-1.144169E-2
6.8955E-3	9.392643E-4	3.601163E-2	1.430639E-3	-1.257869E-2
6.9114E-3	9.398428E-4	3.675958E-2	1.43043E-3	-1.371553E-2
6.9273E-3	9.404332E-4	3.7508E-2	1.430203E-3	-1.485219E-2
6.9432E-3	9.410356E-4	3.825689E-2	1.429958E-3	-1.598867E-2
6.9591E-3	9.416498E-4	3.900626E-2	1.429695E-3	-1.712495E-2
6.975E-3	9.42276E-4	3.975612E-2	1.429413E-3	-1.826101E-2
6.9909E-3	9.42914E-4	4.050649E-2	1.429114E-3	-1.939684E-2
7.0068E-3	9.435641E-4	4.125737E-2	1.428796E-3	-2.053243E-2
7.0227E-3	9.44226E-4	4.200877E-2	1.428461E-3	-2.166775E-2
7.0386E-3	9.448999E-4	4.27607E-2	1.428107E-3	-2.280281E-2
7.0545E-3	9.455858E-4	4.351318E-2	1.427736E-3	-2.393757E-2
7.0704E-3	9.462837E-4	4.42662E-2	1.427346E-3	-2.507203E-2
7.0863E-3	9.469935E-4	4.501978E-2	1.426939E-3	-2.620617E-2
7.1022E-3	9.477153E-4	4.577393E-2	1.426513E-3	-2.733999E-2
7.1181E-3	9.484491E-4	4.652866E-2	1.426069E-3	-2.847345E-2
7.134E-3	9.491949E-4	4.728398E-2	1.425607E-3	-2.960656E-2
7.1499E-3	9.499527E-4	4.80399E-2	1.425128E-3	-3.073929E-2
7.1658E-3	9.507226E-4	4.879642E-2	1.42463E-3	-3.187164E-2
7.1817E-3	9.515045E-4	4.955356E-2	1.424114E-3	-3.300358E-2
7.1976E-3	9.522984E-4	5.031133E-2	1.42358E-3	-3.41351E-2
7.2135E-3	9.531044E-4	5.106973E-2	1.423029E-3	-3.52662E-2
7.2294E-3	9.539224E-4	5.182878E-2	1.422459E-3	-3.639684E-2
7.2453E-3	9.547525E-4	5.258848E-2	1.421871E-3	-3.752703E-2
7.2612E-3	9.555947E-4	5.334885E-2	1.421266E-3	-3.865674E-2
7.2771E-3	9.56449E-4	5.410989E-2	1.420642E-3	-3.978597E-2
7.293E-3	9.573154E-4	5.487162E-2	1.42E-3	-4.091469E-2
7.3089E-3	9.58194E-4	5.563404E-2	1.419341E-3	-4.204289E-2
7.3248E-3	9.590846E-4	5.639716E-2	1.418663E-3	-4.317056E-2
7.3407E-3	9.599874E-4	5.7161E-2	1.417968E-3	-4.429769E-2
7.3566E-3	9.609023E-4	5.792556E-2	1.417255E-3	-4.542425E-2
7.3725E-3	9.618294E-4	5.869085E-2	1.416524E-3	-4.655025E-2
7.3884E-3	9.627687E-4	5.945688E-2	1.415774E-3	-4.767565E-2
7.4043E-3	9.637202E-4	6.022367E-2	1.415008E-3	-4.880045E-2
7.4202E-3	9.646838E-4	6.099122E-2	1.414223E-3	-4.992463E-2
7.4361E-3	9.656597E-4	6.175953E-2	1.41342E-3	-5.104819E-2
7.452E-3	9.666478E-4	6.252863E-2	1.412599E-3	-5.217109E-2
7.4679E-3	9.676481E-4	6.329852E-2	1.411761E-3	-5.329334E-2
7.4838E-3	9.686607E-4	6.406921E-2	1.410905E-3	-5.441491E-2
7.4997E-3	9.696855E-4	6.484071E-2	1.41003E-3	-5.55358E-2
7.5156E-3	9.707226E-4	6.561303E-2	1.409139E-3	-5.665598E-2
7.5315E-3	9.71772E-4	6.638618E-2	1.408229E-3	-5.777545E-2
7.5474E-3	9.728337E-4	6.716017E-2	1.407301E-3	-5.889418E-2
7.5633E-3	9.739077E-4	6.793501E-2	1.406356E-3	-6.001218E-2
7.5792E-3	9.74994E-4	6.87107E-2	1.405393E-3	-6.112941E-2
7.5951E-3	9.760927E-4	6.948727E-2	1.404412E-3	-6.224587E-2
7.611E-3	9.772037E-4	7.026471E-2	1.403413E-3	-6.336154E-2
7.6269E-3	9.783271E-4	7.104304E-2	1.402397E-3	-6.447641E-2
7.6428E-3	9.794629E-4	7.182227E-2	1.401363E-3	-6.559047E-2
7.6587E-3	9.806111E-4	7.260241E-2	1.400311E-3	-6.67037E-2
7.6746E-3	9.817717E-4	7.338346E-2	1.399242E-3	-6.781608E-2
7.6905E-3	9.829447E-4	7.416545E-2	1.398155E-3	-6.892761E-2
7.7064E-3	9.841301E-4	7.494837E-2	1.39705E-3	-7.003826E-2
7.7223E-3	9.85328E-4	7.573224E-2	1.395928E-3	-7.114803E-2
7.7382E-3	9.865384E-4	7.651707E-2	1.394788E-3	-7.22569E-2
7.7541E-3	9.877613E-4	7.730286E-2	1.39363E-3	-7.336486E-2
7.77E-3	9.889967E-4	7.808963E-2	1.392455E-3	-7.447189E-2
7.78E-3	9.897776E-4	7.809012E-2	1.39171E-3	-7.44714E-2
7.79E-3	9.905585E-4	7.809061E-2	1.390965E-3	-7.447092E-2
7.8E-3	9.913394E-4	7.80911E-2	1.39022E-3	-7.447044E-2
7.81E-3	9.921203E-4	7.809159E-2	1.389476E-3	-7.446995E-2
7.82E-3	9.929012E-4	7.809208E-2	1.388731E-3	-7.446947E-2
7.83E-3	9.936821E-4	7.809257E-2	1.387986E-3	-7.446898E-2
7.84E-3	9.94463E-4	7.809306E-2	1.387242E-3	-7.44685E-2
7.85E-3	9.95244E-4	7.809355E-2	1.386497E-3	-7.446802E-2
7.86E-3	9.960249E-4	7.809403E-2	1.385752E-3	-7.446753E-2
7.87E-3	9.968059E-4	7.809452E-2	1.385008E-3	-7.446705E-2
7.88E-3	9.975868E-4	7.809501E-2	1.384263E-3	-7.446657E-2
7.89E-3	9.983678E-4	7.80955E-2	1.383518E-3	-7.446608E-2
7.9E-3	9.991487E-4	7.809599E-2	1.382774E-3	-7.44656E-2
7.91E-3	9.999297E-4	7.809648E-2	1.382029E-3	-7.446512E-2
7.92E-3	1.000711E-3	7.809697E-2	1.381284E-3	-7.446463E-2
7.93E-3	1.001492E-3	7.809746E-2	1.38054E-3	-7.446415E-2
7.94E-3	1.002273E-3	7.809795E-2	1.379795E-3	-7.446367E-2
7.95E-3	1.003054E-3	7.809844E-2	1.37905E-3	-7.446318E-2
7.96E-3	1.003835E-3	7.809893E-2	1.378306E-3	-7.44627E-2
7.97E-3	1.004616E-3	7.809941E-2	1.377561E-3	-7.446222E-2
7.98E-3	1.005397E-3	7.80999E-2	1.376817E-3	-7.446173E-2
7.99E-3	1.006178E-3	7.810039E-2	1.376072E-3	-7.446125E-2
8E-3	1.006959E-3	7.810088E-2	1.375327E-3	-7.446076E-2
8.01E-3	1.00774E-3	7.810137E-2	1.374583E-3	-7.446028E-2
8.02E-3	1.008521E-3	7.810186E-2	1.373838E-3	-7.44598E-2
8.03E-3	1.009302E-3	7.810235E-2	1.373094E-3	-7.445931E-2
8.04E-3	1.010083E-3	7.810284E-2	1.372349E-3	-7.445883E-2
8.05E-3	1.010864E-3	7.810332E-2	1.371604E-3	-7.445835E-2
8.06E-3	1.011645E-3	7.810381E-2	1.37086E-3	-7.445786E-2
8.07E-3	1.012426E-3	7.81043E-2	1.370115E-3	-7.445738E-2
8.08E-3	1.013207E-3	7.810479E-2	1.369371E-3	-7.44569E-2
8.09E-3	1.013988E-3	7.810528E-2	1.368626E-3	-7.445641E-2
8.1E-3	1.014769E-3	7.810577E-2	1.367881E-3	-7.445593E-2
8.11E-3	1.01555E-3	7.810626E-2	1.367137E-3	-7.445545E-2
8.12E-3	1.016331E-3	7.810675E-2	1.366392E-3	-7.445496E-2
8.13E-3	1.017112E-3	7.810723E-2	1.365648E-3	-7.445448E-2
8.14E-3	1.017893E-3	7.810772E-2	1.364903E-3	-7.4454E-2
8.15E-3	1.018674E-3	7.810821E-2	1.364159E-3	-7.445351E-2
8.16E-3	1.019455E-3	7.81087E-2	1.363414E-3	-7.445303E-2
8.17E-3	1.020236E-3	7.810919E-2	1.36267E-3	-7.445254E-2
8.18E-3	1.021018E-3	7.810968E-2	1.361925E-3	-7.445206E-2
8.19E-3	1.021799E-3	7.811016E-2	1.361181E-3	-7.445158E-2
8.2E-3	1.02258E-3	7.811065E-2	1.360436E-3	-7.445109E-2
8.21E-3	1.023361E-3	7.811114E-2	1.359692E-3	-7.445061E-2
8.22E-3	1.024142E-3	7.811163E-2	1.358947E-3	-7.445013E-2
8.23E-3	1.024923E-3	7.811212E-2	1.358203E-3	-7.444964E-2
8.24E-3	1.025704E-3	7.811261E-2	1.357458E-3	-7.444916E-2
8.25E-3	1.026485E-3	7.811309E-2	1.356714E-3	-7.444868E-2
8.26E-3	1.027266E-3	7.811358E-2	1.355969E-3	-7.444819E-2
8.27E-3	1.028048E-3	7.811407E-2	1.355225E-3	-7.444771E-2
8.28E-3	1.028829E-3	7.811456E-2	1.35448E-3	-7.444723E-2
8.29E-3	1.02961E-3	7.811505E-2	1.353736E-3	-7.444674E-2
8.3E-3	1.030391E-3	7.811553E-2	1.352991E-3	-7.444626E-2
8.31E-3	1.031172E-3	7.811602E-2	1.352247E-3	-7.444578E-2
8.32E-3	1.031953E-3	7.811651E-2	1.351502E-3	-7.444529E-2
8.33E-3	1.032735E-3	7.8117E-2	1.350758E-3	-7.444481E-2
8.34E-3	1.033516E-3	7.811749E-2	1.350013E-3	-7.444433E-2
8.35E-3	1.034297E-3	7.811797E-2	1.349269E-3	-7.444384E-2
8.36E-3	1.035078E-3	7.811846E-2	1.348525E-3	-7.444336E-2
8.37E-3	1.035859E-3	7.811895E-2	1.34778E-3	-7.444288E-2
8.38E-3	1.03664E-3	7.811944E-2	1.347036E-3	-7.444239E-2
8.39E-3	1.037422E-3	7.811993E-2	1.346291E-3	-7.444191E-2
8.4E-3	1.038203E-3	7.812041E-2	1.345547E-3	-7.444142E-2
8.41E-3	1.038984E-3	7.81209E-2	1.344802E-3	-7.444094E-2
8.42E-3	1.039765E-3	7.812139E-2	1.344058E-3	-7.444046E-2
8.43E-3	1.040546E-3	7.812188E-2	1.343314E-3	-7.443997E-2
8.44E-3	1.041328E-3	7.812236E-2	1.342569E-3	-7.443949E-2
8.45E-3	1.042109E-3	7.812285E-2	1.341825E-3	-7.443901E-2
8.46E-3	1.04289E-3	7.812334E-2	1.34108E-3	-7.443852E-2
8.47E-3	1.043671E-3	7.812383E-2	1.340336E-3	-7.443804E-2
8.48E-3	1.044453E-3	7.812431E-2	1.339592E-3	-7.443756E-2
8.49E-3	1.045234E-3	7.81248E-2	1.338847E-3	-7.443707E-2
8.5E-3	1.046015E-3	7.812529E-2	1.338103E-3	-7.443659E-2
8.51E-3	1.046796E-3	7.812578E-2	1.337359E-3	-7.443611E-2
8.52E-3	1.047578E-3	7.812626E-2	1.336614E-3	-7.443562E-2
8.53E-3	1.048359E-3	7.812675E-2	1.33587E-3	-7.443514E-2
8.54E-3	1.04914E-3	7.812724E-2	1.335126E-3	-7.443466E-2
8.55E-3	1.049921E-3	7.812773E-2	1.334381E-3	-7.443417E-2
8.56E-3	1.050703E-3	7.812821E-2	1.333637E-3	-7.443369E-2
8.57E-3	1.051484E-3	7.81287E-2	1.332893E-3	-7.443321E-2
8.58E-3	1.052265E-3	7.812919E-2	1.332148E-3	-7.443272E-2
8.59E-3	1.053047E-3	7.812968E-2	1.331404E-3	-7.443224E-2
8.6E-3	1.053828E-3	7.813016E-2	1.33066E-3	-7.443176E-2
8.61E-3	1.054609E-3	7.813065E-2	1.329915E-3	-7.443127E-2
8.62E-3	1.05539E-3	7.813114E-2	1.329171E-3	-7.443079E-2
8.63E-3	1.056172E-3	7.813163E-2	1.328427E-3	-7.443031E-2
8.64E-3	1.056953E-3	7.813211E-2	1.327682E-3	-7.442982E-2
8.65E-3	1.057734E-3	7.81326E-2	1.326938E-3	-7.442934E-2
8.66E-3	1.058516E-3	7.813309E-2	1.326194E-3	-7.442886E-2
