Current (A)= 1.0E-5
Energy (V)= 8000.0
Mass (u)= 40.0
Emittance (m-rad)= 9.45E-7

    Z      	  a (m)    	   a'    	  b (m) 	   b'
4.0193E-3	1.133701E-4	6.058457E-4	1.514426E-4	5.037144E-3
4.0352E-3	1.133816E-4	8.414402E-4	1.515205E-4	4.755507E-3
4.0511E-3	1.133969E-4	1.077055E-3	1.515938E-4	4.473716E-3
4.067E-3	1.134159E-4	1.312696E-3	1.516627E-4	4.191779E-3
4.0829E-3	1.134386E-4	1.548369E-3	1.517271E-4	3.909706E-3
4.0988E-3	1.134651E-4	1.784082E-3	1.517871E-4	3.627505E-3
4.1147E-3	1.134954E-4	2.01984E-3	1.518425E-4	3.345187E-3
4.1306E-3	1.135294E-4	2.255649E-3	1.518934E-4	3.062759E-3
4.1465E-3	1.135671E-4	2.491517E-3	1.519399E-4	2.780231E-3
4.1624E-3	1.136086E-4	2.727448E-3	1.519819E-4	2.497612E-3
4.1783E-3	1.136538E-4	2.96345E-3	1.520193E-4	2.214911E-3
4.1942E-3	1.137028E-4	3.199529E-3	1.520523E-4	1.932137E-3
4.2101E-3	1.137556E-4	3.435691E-3	1.520808E-4	1.649299E-3
4.226E-3	1.138121E-4	3.671943E-3	1.521047E-4	1.366406E-3
4.2419E-3	1.138724E-4	3.908291E-3	1.521242E-4	1.083468E-3
4.2578E-3	1.139364E-4	4.14474E-3	1.521392E-4	8.004924E-4
4.2737E-3	1.140042E-4	4.381299E-3	1.521497E-4	5.174896E-4
4.2896E-3	1.140757E-4	4.617972E-3	1.521556E-4	2.344683E-4
4.3055E-3	1.14151E-4	4.854767E-3	1.521571E-4	-4.856254E-5
4.3214E-3	1.142301E-4	5.09169E-3	1.521541E-4	-3.315938E-4
4.3373E-3	1.143129E-4	5.328746E-3	1.521466E-4	-6.146163E-4
4.3532E-3	1.143995E-4	5.565944E-3	1.521346E-4	-8.976211E-4
4.3691E-3	1.144899E-4	5.803288E-3	1.52118E-4	-1.180599E-3
4.385E-3	1.145841E-4	6.040786E-3	1.52097E-4	-1.463541E-3
4.4009E-3	1.14682E-4	6.278444E-3	1.520715E-4	-1.746439E-3
4.4168E-3	1.147837E-4	6.516268E-3	1.520415E-4	-2.029282E-3
4.4327E-3	1.148892E-4	6.754265E-3	1.52007E-4	-2.312062E-3
4.4486E-3	1.149985E-4	6.992441E-3	1.51968E-4	-2.59477E-3
4.4645E-3	1.151116E-4	7.230803E-3	1.519244E-4	-2.877397E-3
4.4804E-3	1.152285E-4	7.469358E-3	1.518765E-4	-3.159933E-3
4.4963E-3	1.153491E-4	7.708112E-3	1.51824E-4	-3.44237E-3
4.5122E-3	1.154736E-4	7.947071E-3	1.51767E-4	-3.724699E-3
4.5281E-3	1.156018E-4	8.186242E-3	1.517055E-4	-4.006911E-3
4.544E-3	1.157339E-4	8.425632E-3	1.516396E-4	-4.288996E-3
4.5599E-3	1.158698E-4	8.665247E-3	1.515691E-4	-4.570945E-3
4.5758E-3	1.160095E-4	8.905094E-3	1.514942E-4	-4.85275E-3
4.5917E-3	1.16153E-4	9.14518E-3	1.514148E-4	-5.134401E-3
4.6076E-3	1.163003E-4	9.385511E-3	1.513309E-4	-5.415889E-3
4.6235E-3	1.164514E-4	9.626093E-3	1.512426E-4	-5.697206E-3
4.6394E-3	1.166064E-4	9.866935E-3	1.511498E-4	-5.978342E-3
4.6553E-3	1.167652E-4	1.010804E-2	1.510525E-4	-6.259288E-3
4.6712E-3	1.169278E-4	1.034942E-2	1.509507E-4	-6.540036E-3
4.6871E-3	1.170943E-4	1.059108E-2	1.508445E-4	-6.820575E-3
4.703E-3	1.172646E-4	1.083302E-2	1.507338E-4	-7.100898E-3
4.7189E-3	1.174388E-4	1.107526E-2	1.506187E-4	-7.380995E-3
4.7348E-3	1.176168E-4	1.131779E-2	1.504991E-4	-7.660857E-3
4.7507E-3	1.177987E-4	1.156063E-2	1.503751E-4	-7.940475E-3
4.7666E-3	1.179845E-4	1.180378E-2	1.502466E-4	-8.21984E-3
4.7825E-3	1.181741E-4	1.204726E-2	1.501137E-4	-8.498943E-3
4.7984E-3	1.183676E-4	1.229106E-2	1.499763E-4	-8.777775E-3
4.8143E-3	1.185649E-4	1.253519E-2	1.498346E-4	-9.056327E-3
4.8302E-3	1.187662E-4	1.277967E-2	1.496884E-4	-9.334591E-3
4.8461E-3	1.189713E-4	1.302449E-2	1.495377E-4	-9.612556E-3
4.862E-3	1.191804E-4	1.326967E-2	1.493827E-4	-9.890215E-3
4.8779E-3	1.193933E-4	1.35152E-2	1.492232E-4	-1.016756E-2
4.8938E-3	1.196101E-4	1.376111E-2	1.490594E-4	-1.044458E-2
4.9097E-3	1.198309E-4	1.400739E-2	1.488911E-4	-1.072126E-2
4.9256E-3	1.200556E-4	1.425406E-2	1.487184E-4	-1.09976E-2
4.9415E-3	1.202842E-4	1.450111E-2	1.485414E-4	-1.127359E-2
4.9574E-3	1.205167E-4	1.474857E-2	1.483599E-4	-1.154922E-2
4.9733E-3	1.207532E-4	1.499642E-2	1.481741E-4	-1.182448E-2
4.9892E-3	1.209936E-4	1.524469E-2	1.479839E-4	-1.209936E-2
5.0051E-3	1.21238E-4	1.549338E-2	1.477893E-4	-1.237386E-2
5.021E-3	1.214863E-4	1.574249E-2	1.475904E-4	-1.264795E-2
5.0369E-3	1.217386E-4	1.599204E-2	1.473871E-4	-1.292165E-2
5.0528E-3	1.219949E-4	1.624203E-2	1.471795E-4	-1.319492E-2
5.0687E-3	1.222551E-4	1.649246E-2	1.469675E-4	-1.346778E-2
5.0846E-3	1.225193E-4	1.674335E-2	1.467512E-4	-1.37402E-2
5.1005E-3	1.227875E-4	1.69947E-2	1.465306E-4	-1.401218E-2
5.1164E-3	1.230597E-4	1.724653E-2	1.463057E-4	-1.428372E-2
5.1323E-3	1.23336E-4	1.749883E-2	1.460764E-4	-1.455479E-2
5.1482E-3	1.236162E-4	1.775161E-2	1.458428E-4	-1.48254E-2
5.1641E-3	1.239005E-4	1.800489E-2	1.456049E-4	-1.509553E-2
5.18E-3	1.241888E-4	1.825867E-2	1.453628E-4	-1.536517E-2
5.19E-3	1.243714E-4	1.826757E-2	1.452092E-4	-1.535802E-2
5.2E-3	1.245541E-4	1.827644E-2	1.450556E-4	-1.535085E-2
5.21E-3	1.247369E-4	1.828529E-2	1.449021E-4	-1.534368E-2
5.22E-3	1.249198E-4	1.829413E-2	1.447487E-4	-1.53365E-2
5.23E-3	1.251028E-4	1.830294E-2	1.445954E-4	-1.532931E-2
5.24E-3	1.252859E-4	1.831173E-2	1.444422E-4	-1.532211E-2
5.25E-3	1.25469E-4	1.83205E-2	1.44289E-4	-1.53149E-2
5.26E-3	1.256523E-4	1.832925E-2	1.441359E-4	-1.530768E-2
5.27E-3	1.258356E-4	1.833798E-2	1.439828E-4	-1.530046E-2
5.28E-3	1.260191E-4	1.834669E-2	1.438298E-4	-1.529322E-2
5.29E-3	1.262026E-4	1.835538E-2	1.43677E-4	-1.528598E-2
5.3E-3	1.263862E-4	1.836405E-2	1.435241E-4	-1.527873E-2
5.31E-3	1.265698E-4	1.83727E-2	1.433714E-4	-1.527146E-2
5.32E-3	1.267536E-4	1.838134E-2	1.432187E-4	-1.526419E-2
5.33E-3	1.269375E-4	1.838995E-2	1.430661E-4	-1.525691E-2
5.34E-3	1.271214E-4	1.839854E-2	1.429136E-4	-1.524962E-2
5.35E-3	1.273054E-4	1.840711E-2	1.427611E-4	-1.524232E-2
5.36E-3	1.274896E-4	1.841567E-2	1.426087E-4	-1.523501E-2
5.37E-3	1.276738E-4	1.84242E-2	1.424564E-4	-1.522769E-2
5.38E-3	1.27858E-4	1.843272E-2	1.423042E-4	-1.522037E-2
5.39E-3	1.280424E-4	1.844121E-2	1.42152E-4	-1.521303E-2
5.4E-3	1.282269E-4	1.844969E-2	1.419999E-4	-1.520568E-2
5.41E-3	1.284114E-4	1.845815E-2	1.418479E-4	-1.519833E-2
5.42E-3	1.28596E-4	1.846659E-2	1.416959E-4	-1.519096E-2
5.43E-3	1.287807E-4	1.847501E-2	1.415441E-4	-1.518358E-2
5.44E-3	1.289655E-4	1.848341E-2	1.413923E-4	-1.51762E-2
5.45E-3	1.291504E-4	1.84918E-2	1.412405E-4	-1.516881E-2
5.46E-3	1.293354E-4	1.850017E-2	1.410889E-4	-1.51614E-2
5.47E-3	1.295204E-4	1.850851E-2	1.409373E-4	-1.515399E-2
5.48E-3	1.297055E-4	1.851684E-2	1.407858E-4	-1.514656E-2
5.49E-3	1.298907E-4	1.852515E-2	1.406344E-4	-1.513913E-2
5.5E-3	1.30076E-4	1.853345E-2	1.40483E-4	-1.513169E-2
5.51E-3	1.302614E-4	1.854172E-2	1.403317E-4	-1.512423E-2
5.52E-3	1.304469E-4	1.854998E-2	1.401805E-4	-1.511677E-2
5.53E-3	1.306324E-4	1.855822E-2	1.400294E-4	-1.51093E-2
5.54E-3	1.30818E-4	1.856645E-2	1.398784E-4	-1.510181E-2
5.55E-3	1.310037E-4	1.857465E-2	1.397274E-4	-1.509432E-2
5.56E-3	1.311895E-4	1.858284E-2	1.395765E-4	-1.508682E-2
5.57E-3	1.313754E-4	1.859101E-2	1.394256E-4	-1.50793E-2
5.58E-3	1.315614E-4	1.859916E-2	1.392749E-4	-1.507178E-2
5.59E-3	1.317474E-4	1.86073E-2	1.391242E-4	-1.506425E-2
5.6E-3	1.319335E-4	1.861542E-2	1.389736E-4	-1.50567E-2
5.61E-3	1.321197E-4	1.862352E-2	1.388231E-4	-1.504915E-2
5.62E-3	1.32306E-4	1.863161E-2	1.386726E-4	-1.504159E-2
5.63E-3	1.324923E-4	1.863967E-2	1.385222E-4	-1.503401E-2
5.64E-3	1.326788E-4	1.864772E-2	1.383719E-4	-1.502643E-2
5.65E-3	1.328653E-4	1.865576E-2	1.382217E-4	-1.501883E-2
5.66E-3	1.330519E-4	1.866378E-2	1.380716E-4	-1.501122E-2
5.67E-3	1.332386E-4	1.867178E-2	1.379215E-4	-1.500361E-2
5.68E-3	1.334253E-4	1.867976E-2	1.377715E-4	-1.499598E-2
5.69E-3	1.336121E-4	1.868773E-2	1.376216E-4	-1.498834E-2
5.7E-3	1.337991E-4	1.869569E-2	1.374717E-4	-1.49807E-2
5.71E-3	1.339861E-4	1.870362E-2	1.373219E-4	-1.497304E-2
5.72E-3	1.341731E-4	1.871154E-2	1.371723E-4	-1.496537E-2
5.73E-3	1.343603E-4	1.871945E-2	1.370226E-4	-1.495769E-2
5.74E-3	1.345475E-4	1.872733E-2	1.368731E-4	-1.495E-2
5.75E-3	1.347348E-4	1.873521E-2	1.367236E-4	-1.494229E-2
5.76E-3	1.349222E-4	1.874306E-2	1.365743E-4	-1.493458E-2
5.77E-3	1.351097E-4	1.87509E-2	1.36425E-4	-1.492686E-2
5.78E-3	1.352972E-4	1.875873E-2	1.362757E-4	-1.491912E-2
5.79E-3	1.354849E-4	1.876654E-2	1.361266E-4	-1.491138E-2
5.8E-3	1.356726E-4	1.877433E-2	1.359775E-4	-1.490362E-2
5.81E-3	1.358604E-4	1.878211E-2	1.358285E-4	-1.489585E-2
5.82E-3	1.360482E-4	1.878987E-2	1.356796E-4	-1.488807E-2
5.83E-3	1.362362E-4	1.879762E-2	1.355307E-4	-1.488028E-2
5.84E-3	1.364242E-4	1.880535E-2	1.35382E-4	-1.487248E-2
5.85E-3	1.366123E-4	1.881307E-2	1.352333E-4	-1.486467E-2
5.86E-3	1.368004E-4	1.882077E-2	1.350847E-4	-1.485685E-2
5.87E-3	1.369887E-4	1.882846E-2	1.349361E-4	-1.484901E-2
5.88E-3	1.37177E-4	1.883613E-2	1.347877E-4	-1.484116E-2
5.89E-3	1.373654E-4	1.884379E-2	1.346393E-4	-1.483331E-2
5.9E-3	1.375539E-4	1.885143E-2	1.34491E-4	-1.482544E-2
5.91E-3	1.377424E-4	1.885906E-2	1.343428E-4	-1.481756E-2
5.92E-3	1.379311E-4	1.886668E-2	1.341947E-4	-1.480966E-2
5.93E-3	1.381198E-4	1.887427E-2	1.340466E-4	-1.480176E-2
5.94E-3	1.383085E-4	1.888186E-2	1.338986E-4	-1.479384E-2
5.95E-3	1.384974E-4	1.888943E-2	1.337507E-4	-1.478592E-2
5.96E-3	1.386863E-4	1.889698E-2	1.336029E-4	-1.477798E-2
5.97E-3	1.388753E-4	1.890452E-2	1.334552E-4	-1.477003E-2
5.98E-3	1.390644E-4	1.891205E-2	1.333075E-4	-1.476206E-2
5.99E-3	1.392536E-4	1.891956E-2	1.331599E-4	-1.475409E-2
6E-3	1.394428E-4	1.892706E-2	1.330124E-4	-1.47461E-2
6.01E-3	1.396321E-4	1.893455E-2	1.32865E-4	-1.47381E-2
6.02E-3	1.398215E-4	1.894202E-2	1.327177E-4	-1.473009E-2
6.03E-3	1.40011E-4	1.894947E-2	1.325704E-4	-1.472207E-2
6.04E-3	1.402005E-4	1.895692E-2	1.324232E-4	-1.471404E-2
6.05E-3	1.403901E-4	1.896435E-2	1.322761E-4	-1.470599E-2
6.06E-3	1.405798E-4	1.897176E-2	1.321291E-4	-1.469793E-2
6.07E-3	1.407695E-4	1.897916E-2	1.319822E-4	-1.468986E-2
6.08E-3	1.409594E-4	1.898655E-2	1.318353E-4	-1.468177E-2
6.09E-3	1.411493E-4	1.899392E-2	1.316885E-4	-1.467368E-2
6.1E-3	1.413392E-4	1.900129E-2	1.315419E-4	-1.466557E-2
6.11E-3	1.415293E-4	1.900863E-2	1.313952E-4	-1.465745E-2
6.12E-3	1.417194E-4	1.901597E-2	1.312487E-4	-1.464931E-2
6.13E-3	1.419096E-4	1.902329E-2	1.311022E-4	-1.464117E-2
6.14E-3	1.420999E-4	1.90306E-2	1.309559E-4	-1.463301E-2
6.15E-3	1.422902E-4	1.903789E-2	1.308096E-4	-1.462484E-2
6.16E-3	1.424806E-4	1.904517E-2	1.306634E-4	-1.461665E-2
6.17E-3	1.426711E-4	1.905244E-2	1.305173E-4	-1.460846E-2
6.18E-3	1.428617E-4	1.905969E-2	1.303712E-4	-1.460025E-2
6.1959E-3	1.431621E-4	1.873278E-2	1.301416E-4	-1.427894E-2
6.2118E-3	1.434574E-4	1.840514E-2	1.299171E-4	-1.395813E-2
6.2277E-3	1.437474E-4	1.807677E-2	1.296978E-4	-1.363781E-2
6.2436E-3	1.440322E-4	1.774769E-2	1.294835E-4	-1.331798E-2
6.2595E-3	1.443118E-4	1.741791E-2	1.292742E-4	-1.299862E-2
6.2754E-3	1.445861E-4	1.708745E-2	1.290701E-4	-1.267972E-2
6.2913E-3	1.448552E-4	1.675631E-2	1.28871E-4	-1.236127E-2
6.3072E-3	1.45119E-4	1.642452E-2	1.28677E-4	-1.204325E-2
6.3231E-3	1.453775E-4	1.609208E-2	1.28488E-4	-1.172566E-2
6.339E-3	1.456307E-4	1.575902E-2	1.283041E-4	-1.140848E-2
6.3549E-3	1.458786E-4	1.542533E-2	1.281253E-4	-1.10917E-2
6.3708E-3	1.461212E-4	1.509104E-2	1.279514E-4	-1.077532E-2
6.3867E-3	1.463585E-4	1.475616E-2	1.277826E-4	-1.045931E-2
6.4026E-3	1.465905E-4	1.442069E-2	1.276188E-4	-1.014368E-2
6.4185E-3	1.468171E-4	1.408467E-2	1.2746E-4	-9.8284E-3
6.4344E-3	1.470383E-4	1.374809E-2	1.273063E-4	-9.513467E-3
6.4503E-3	1.472543E-4	1.341097E-2	1.271575E-4	-9.198869E-3
6.4662E-3	1.474648E-4	1.307333E-2	1.270137E-4	-8.884596E-3
6.4821E-3	1.4767E-4	1.273517E-2	1.26875E-4	-8.570635E-3
6.498E-3	1.478698E-4	1.239652E-2	1.267412E-4	-8.256975E-3
6.5139E-3	1.480642E-4	1.205738E-2	1.266124E-4	-7.943607E-3
6.5298E-3	1.482532E-4	1.171776E-2	1.264886E-4	-7.630517E-3
6.5457E-3	1.484368E-4	1.137769E-2	1.263697E-4	-7.317697E-3
6.5616E-3	1.48615E-4	1.103717E-2	1.262559E-4	-7.005134E-3
6.5775E-3	1.487878E-4	1.069623E-2	1.26147E-4	-6.692817E-3
6.5934E-3	1.489551E-4	1.035486E-2	1.26043E-4	-6.380735E-3
6.6093E-3	1.491171E-4	1.001308E-2	1.259441E-4	-6.068878E-3
6.6252E-3	1.492736E-4	9.670919E-3	1.2585E-4	-5.757235E-3
6.6411E-3	1.494246E-4	9.328375E-3	1.25761E-4	-5.445794E-3
6.657E-3	1.495702E-4	8.985467E-3	1.256769E-4	-5.134545E-3
6.6729E-3	1.497103E-4	8.642206E-3	1.255977E-4	-4.823477E-3
6.6888E-3	1.49845E-4	8.298607E-3	1.255235E-4	-4.512578E-3
6.7047E-3	1.499742E-4	7.954684E-3	1.254542E-4	-4.201838E-3
6.7206E-3	1.50098E-4	7.610448E-3	1.253899E-4	-3.891247E-3
6.7365E-3	1.502162E-4	7.265916E-3	1.253305E-4	-3.580792E-3
6.7524E-3	1.50329E-4	6.921098E-3	1.25276E-4	-3.270464E-3
6.7683E-3	1.504363E-4	6.57601E-3	1.252265E-4	-2.960251E-3
6.7842E-3	1.505382E-4	6.230664E-3	1.251819E-4	-2.650143E-3
6.8001E-3	1.506345E-4	5.885074E-3	1.251422E-4	-2.340129E-3
6.816E-3	1.507253E-4	5.539254E-3	1.251074E-4	-2.030197E-3
6.8319E-3	1.508106E-4	5.193216E-3	1.250776E-4	-1.720338E-3
6.8478E-3	1.508904E-4	4.846975E-3	1.250527E-4	-1.41054E-3
6.8637E-3	1.509648E-4	4.500544E-3	1.250328E-4	-1.100792E-3
6.8796E-3	1.510336E-4	4.153937E-3	1.250177E-4	-7.910842E-4
6.8955E-3	1.510968E-4	3.807167E-3	1.250076E-4	-4.814051E-4
6.9114E-3	1.511546E-4	3.460247E-3	1.250024E-4	-1.717441E-4
6.9273E-3	1.512069E-4	3.113191E-3	1.250021E-4	1.379097E-4
6.9432E-3	1.512536E-4	2.766013E-3	1.250068E-4	4.475671E-4
6.9591E-3	1.512948E-4	2.418726E-3	1.250164E-4	7.572389E-4
6.975E-3	1.513305E-4	2.071343E-3	1.250309E-4	1.066936E-3
6.9909E-3	1.513607E-4	1.723879E-3	1.250503E-4	1.376669E-3
7.0068E-3	1.513854E-4	1.376347E-3	1.250747E-4	1.686449E-3
7.0227E-3	1.514045E-4	1.02876E-3	1.251039E-4	1.996286E-3
7.0386E-3	1.514181E-4	6.811312E-4	1.251381E-4	2.306192E-3
7.0545E-3	1.514261E-4	3.334752E-4	1.251773E-4	2.616177E-3
7.0704E-3	1.514287E-4	-1.419483E-5	1.252213E-4	2.926252E-3
7.0863E-3	1.514257E-4	-3.618654E-4	1.252703E-4	3.236428E-3
7.1022E-3	1.514172E-4	-7.09523E-4	1.253243E-4	3.546716E-3
7.1181E-3	1.514031E-4	-1.057154E-3	1.253831E-4	3.857127E-3
7.134E-3	1.513836E-4	-1.404745E-3	1.254469E-4	4.167671E-3
7.1499E-3	1.513585E-4	-1.752282E-3	1.255157E-4	4.478359E-3
7.1658E-3	1.513278E-4	-2.099753E-3	1.255893E-4	4.789203E-3
7.1817E-3	1.512917E-4	-2.447142E-3	1.256679E-4	5.100213E-3
7.1976E-3	1.5125E-4	-2.794437E-3	1.257515E-4	5.4114E-3
7.2135E-3	1.512028E-4	-3.141625E-3	1.2584E-4	5.722775E-3
7.2294E-3	1.511501E-4	-3.488691E-3	1.259335E-4	6.034348E-3
7.2453E-3	1.510919E-4	-3.835623E-3	1.260319E-4	6.346132E-3
7.2612E-3	1.510281E-4	-4.182406E-3	1.261353E-4	6.658136E-3
7.2771E-3	1.509589E-4	-4.529027E-3	1.262437E-4	6.970373E-3
7.293E-3	1.508841E-4	-4.875472E-3	1.26357E-4	7.282851E-3
7.3089E-3	1.508038E-4	-5.221729E-3	1.264753E-4	7.595584E-3
7.3248E-3	1.507181E-4	-5.567784E-3	1.265985E-4	7.908582E-3
7.3407E-3	1.506268E-4	-5.913622E-3	1.267267E-4	8.221855E-3
7.3566E-3	1.5053E-4	-6.259231E-3	1.2686E-4	8.535415E-3
7.3725E-3	1.504277E-4	-6.604597E-3	1.269982E-4	8.849273E-3
7.3884E-3	1.5032E-4	-6.949707E-3	1.271414E-4	9.16344E-3
7.4043E-3	1.502067E-4	-7.294547E-3	1.272896E-4	9.477928E-3
7.4202E-3	1.50088E-4	-7.639104E-3	1.274428E-4	9.792747E-3
7.4361E-3	1.499638E-4	-7.983363E-3	1.27601E-4	1.010791E-2
7.452E-3	1.498342E-4	-8.327313E-3	1.277642E-4	1.042342E-2
7.4679E-3	1.49699E-4	-8.670939E-3	1.279325E-4	1.07393E-2
7.4838E-3	1.495584E-4	-9.014227E-3	1.281057E-4	1.105556E-2
7.4997E-3	1.494124E-4	-9.357165E-3	1.28284E-4	1.13722E-2
7.5156E-3	1.492609E-4	-9.699739E-3	1.284674E-4	1.168924E-2
7.5315E-3	1.491039E-4	-1.004194E-2	1.286557E-4	1.20067E-2
7.5474E-3	1.489415E-4	-1.038374E-2	1.288492E-4	1.232457E-2
7.5633E-3	1.487737E-4	-1.072514E-2	1.290477E-4	1.264288E-2
7.5792E-3	1.486005E-4	-1.106613E-2	1.292512E-4	1.296163E-2
7.5951E-3	1.484218E-4	-1.140668E-2	1.294598E-4	1.328083E-2
7.611E-3	1.482377E-4	-1.174679E-2	1.296736E-4	1.36005E-2
7.6269E-3	1.480483E-4	-1.208644E-2	1.298923E-4	1.392066E-2
7.6428E-3	1.478534E-4	-1.242562E-2	1.301162E-4	1.42413E-2
7.6587E-3	1.476531E-4	-1.276431E-2	1.303452E-4	1.456244E-2
7.6746E-3	1.474475E-4	-1.310251E-2	1.305793E-4	1.48841E-2
7.6905E-3	1.472365E-4	-1.34402E-2	1.308185E-4	1.520628E-2
7.7064E-3	1.470201E-4	-1.377736E-2	1.310629E-4	1.552899E-2
7.7223E-3	1.467984E-4	-1.411398E-2	1.313124E-4	1.585226E-2
7.7382E-3	1.465713E-4	-1.445006E-2	1.31567E-4	1.617608E-2
7.7541E-3	1.463389E-4	-1.478556E-2	1.318268E-4	1.650048E-2
7.77E-3	1.461011E-4	-1.51205E-2	1.320917E-4	1.682546E-2
7.78E-3	1.459499E-4	-1.511352E-2	1.3226E-4	1.683343E-2
7.79E-3	1.457988E-4	-1.510653E-2	1.324284E-4	1.68414E-2
7.8E-3	1.456478E-4	-1.509953E-2	1.325968E-4	1.684935E-2
7.81E-3	1.454968E-4	-1.509253E-2	1.327654E-4	1.685728E-2
7.82E-3	1.453459E-4	-1.508551E-2	1.32934E-4	1.68652E-2
7.83E-3	1.451951E-4	-1.507849E-2	1.331027E-4	1.68731E-2
7.84E-3	1.450444E-4	-1.507146E-2	1.332714E-4	1.688099E-2
7.85E-3	1.448937E-4	-1.506442E-2	1.334403E-4	1.688887E-2
7.86E-3	1.447431E-4	-1.505737E-2	1.336092E-4	1.689673E-2
7.87E-3	1.445926E-4	-1.505031E-2	1.337782E-4	1.690457E-2
7.88E-3	1.444421E-4	-1.504324E-2	1.339473E-4	1.69124E-2
7.89E-3	1.442917E-4	-1.503617E-2	1.341165E-4	1.692022E-2
7.9E-3	1.441414E-4	-1.502908E-2	1.342857E-4	1.692802E-2
7.91E-3	1.439911E-4	-1.502199E-2	1.34455E-4	1.693581E-2
7.92E-3	1.438409E-4	-1.501488E-2	1.346244E-4	1.694359E-2
7.93E-3	1.436908E-4	-1.500777E-2	1.347939E-4	1.695135E-2
7.94E-3	1.435408E-4	-1.500065E-2	1.349635E-4	1.695909E-2
7.95E-3	1.433908E-4	-1.499352E-2	1.351331E-4	1.696683E-2
7.96E-3	1.432409E-4	-1.498638E-2	1.353028E-4	1.697454E-2
7.97E-3	1.430911E-4	-1.497923E-2	1.354726E-4	1.698225E-2
7.98E-3	1.429413E-4	-1.497207E-2	1.356424E-4	1.698994E-2
7.99E-3	1.427916E-4	-1.49649E-2	1.358124E-4	1.699762E-2
8E-3	1.42642E-4	-1.495773E-2	1.359824E-4	1.700528E-2
8.01E-3	1.424925E-4	-1.495054E-2	1.361525E-4	1.701293E-2
8.02E-3	1.42343E-4	-1.494334E-2	1.363226E-4	1.702057E-2
8.03E-3	1.421936E-4	-1.493614E-2	1.364929E-4	1.702819E-2
8.04E-3	1.420443E-4	-1.492892E-2	1.366632E-4	1.70358E-2
8.05E-3	1.41895E-4	-1.49217E-2	1.368336E-4	1.704339E-2
8.06E-3	1.417458E-4	-1.491447E-2	1.370041E-4	1.705098E-2
8.07E-3	1.415967E-4	-1.490722E-2	1.371746E-4	1.705854E-2
8.08E-3	1.414477E-4	-1.489997E-2	1.373452E-4	1.70661E-2
8.09E-3	1.412987E-4	-1.489271E-2	1.375159E-4	1.707364E-2
8.1E-3	1.411498E-4	-1.488543E-2	1.376867E-4	1.708117E-2
8.11E-3	1.41001E-4	-1.487815E-2	1.378576E-4	1.708869E-2
8.12E-3	1.408523E-4	-1.487086E-2	1.380285E-4	1.709619E-2
8.13E-3	1.407036E-4	-1.486356E-2	1.381995E-4	1.710368E-2
8.14E-3	1.40555E-4	-1.485625E-2	1.383706E-4	1.711116E-2
8.15E-3	1.404065E-4	-1.484893E-2	1.385417E-4	1.711863E-2
8.16E-3	1.40258E-4	-1.484159E-2	1.387129E-4	1.712608E-2
8.17E-3	1.401097E-4	-1.483425E-2	1.388842E-4	1.713352E-2
8.18E-3	1.399613E-4	-1.48269E-2	1.390556E-4	1.714094E-2
8.19E-3	1.398131E-4	-1.481954E-2	1.392271E-4	1.714836E-2
8.2E-3	1.39665E-4	-1.481217E-2	1.393986E-4	1.715576E-2
8.21E-3	1.395169E-4	-1.480479E-2	1.395702E-4	1.716315E-2
8.22E-3	1.393689E-4	-1.47974E-2	1.397418E-4	1.717052E-2
8.23E-3	1.392209E-4	-1.478999E-2	1.399136E-4	1.717789E-2
8.24E-3	1.390731E-4	-1.478258E-2	1.400854E-4	1.718524E-2
8.25E-3	1.389253E-4	-1.477516E-2	1.402573E-4	1.719258E-2
8.26E-3	1.387776E-4	-1.476773E-2	1.404292E-4	1.719991E-2
8.27E-3	1.386299E-4	-1.476028E-2	1.406013E-4	1.720722E-2
8.28E-3	1.384824E-4	-1.475283E-2	1.407734E-4	1.721452E-2
8.29E-3	1.383349E-4	-1.474537E-2	1.409456E-4	1.722182E-2
8.3E-3	1.381874E-4	-1.473789E-2	1.411178E-4	1.722909E-2
8.31E-3	1.380401E-4	-1.473041E-2	1.412902E-4	1.723636E-2
8.32E-3	1.378928E-4	-1.472292E-2	1.414626E-4	1.724362E-2
8.33E-3	1.377456E-4	-1.471541E-2	1.41635E-4	1.725086E-2
8.34E-3	1.375985E-4	-1.470789E-2	1.418076E-4	1.725809E-2
8.35E-3	1.374515E-4	-1.470037E-2	1.419802E-4	1.726531E-2
8.36E-3	1.373045E-4	-1.469283E-2	1.421529E-4	1.727252E-2
8.37E-3	1.371576E-4	-1.468528E-2	1.423256E-4	1.727971E-2
8.38E-3	1.370108E-4	-1.467772E-2	1.424985E-4	1.72869E-2
8.39E-3	1.368641E-4	-1.467015E-2	1.426714E-4	1.729407E-2
8.4E-3	1.367174E-4	-1.466257E-2	1.428444E-4	1.730123E-2
8.41E-3	1.365708E-4	-1.465498E-2	1.430174E-4	1.730838E-2
8.42E-3	1.364243E-4	-1.464738E-2	1.431905E-4	1.731552E-2
8.43E-3	1.362779E-4	-1.463977E-2	1.433637E-4	1.732264E-2
8.44E-3	1.361315E-4	-1.463214E-2	1.43537E-4	1.732976E-2
8.45E-3	1.359852E-4	-1.462451E-2	1.437103E-4	1.733686E-2
8.46E-3	1.35839E-4	-1.461686E-2	1.438837E-4	1.734395E-2
8.47E-3	1.356929E-4	-1.460921E-2	1.440572E-4	1.735103E-2
