Current (A)= 1.0E-5
Energy (V)= 8000.0
Mass (u)= 40.0
Emittance (m-rad)= 9.45E-7

    Z      	  a (m)    	   a'    	  b (m) 	   b'
8.48E-3	1.355468E-4	-1.460154E-2	1.442307E-4	1.73581E-2
8.49E-3	1.354009E-4	-1.459386E-2	1.444043E-4	1.736516E-2
8.5E-3	1.35255E-4	-1.458617E-2	1.44578E-4	1.737221E-2
8.51E-3	1.351091E-4	-1.457847E-2	1.447518E-4	1.737925E-2
8.52E-3	1.349634E-4	-1.457075E-2	1.449256E-4	1.738627E-2
8.53E-3	1.348177E-4	-1.456303E-2	1.450995E-4	1.739329E-2
8.54E-3	1.346721E-4	-1.455529E-2	1.452735E-4	1.740029E-2
8.55E-3	1.345266E-4	-1.454754E-2	1.454475E-4	1.740728E-2
8.56E-3	1.343812E-4	-1.453979E-2	1.456216E-4	1.741427E-2
8.57E-3	1.342358E-4	-1.453201E-2	1.457958E-4	1.742124E-2
8.58E-3	1.340905E-4	-1.452423E-2	1.459701E-4	1.74282E-2
8.59E-3	1.339453E-4	-1.451644E-2	1.461444E-4	1.743515E-2
8.6E-3	1.338002E-4	-1.450863E-2	1.463188E-4	1.744209E-2
8.61E-3	1.336552E-4	-1.450082E-2	1.464932E-4	1.744901E-2
8.62E-3	1.335102E-4	-1.449299E-2	1.466677E-4	1.745593E-2
8.63E-3	1.333653E-4	-1.448515E-2	1.468423E-4	1.746284E-2
8.64E-3	1.332205E-4	-1.44773E-2	1.47017E-4	1.746974E-2
8.65E-3	1.330758E-4	-1.446943E-2	1.471917E-4	1.747662E-2
8.66E-3	1.329311E-4	-1.446155E-2	1.473665E-4	1.74835E-2
8.67E-3	1.327865E-4	-1.445367E-2	1.475414E-4	1.749036E-2
8.68E-3	1.32642E-4	-1.444577E-2	1.477163E-4	1.749722E-2
8.69E-3	1.324976E-4	-1.443785E-2	1.478913E-4	1.750407E-2
8.7E-3	1.323533E-4	-1.442993E-2	1.480664E-4	1.75109E-2
8.71E-3	1.32209E-4	-1.442199E-2	1.482416E-4	1.751772E-2
8.72E-3	1.320648E-4	-1.441404E-2	1.484168E-4	1.752454E-2
8.73E-3	1.319207E-4	-1.440608E-2	1.485921E-4	1.753134E-2
8.74E-3	1.317767E-4	-1.439811E-2	1.487674E-4	1.753814E-2
8.75E-3	1.316328E-4	-1.439013E-2	1.489428E-4	1.754492E-2
8.76E-3	1.314889E-4	-1.438213E-2	1.491183E-4	1.75517E-2
8.77E-3	1.313451E-4	-1.437412E-2	1.492938E-4	1.755846E-2
8.7859E-3	1.311191E-4	-1.406154E-2	1.495704E-4	1.72278E-2
8.8018E-3	1.30898E-4	-1.374945E-2	1.498417E-4	1.689649E-2
8.8177E-3	1.306818E-4	-1.343782E-2	1.501077E-4	1.656454E-2
8.8336E-3	1.304706E-4	-1.312665E-2	1.503684E-4	1.623197E-2
8.8495E-3	1.302644E-4	-1.281593E-2	1.506239E-4	1.589878E-2
8.8654E-3	1.300631E-4	-1.250564E-2	1.50874E-4	1.556499E-2
8.8813E-3	1.298667E-4	-1.219579E-2	1.511188E-4	1.523062E-2
8.8972E-3	1.296753E-4	-1.188634E-2	1.513583E-4	1.489568E-2
8.9131E-3	1.294887E-4	-1.15773E-2	1.515925E-4	1.456017E-2
8.929E-3	1.293071E-4	-1.126866E-2	1.518214E-4	1.422411E-2
8.9449E-3	1.291304E-4	-1.096039E-2	1.520448E-4	1.388752E-2
8.9608E-3	1.289586E-4	-1.06525E-2	1.52263E-4	1.35504E-2
8.9767E-3	1.287916E-4	-1.034497E-2	1.524757E-4	1.321278E-2
8.9926E-3	1.286296E-4	-1.00378E-2	1.526831E-4	1.287465E-2
9.0085E-3	1.284724E-4	-9.730962E-3	1.528852E-4	1.253605E-2
9.0244E-3	1.283202E-4	-9.424456E-3	1.530818E-4	1.219697E-2
9.0403E-3	1.281727E-4	-9.11827E-3	1.53273E-4	1.185743E-2
9.0562E-3	1.280302E-4	-8.812394E-3	1.534588E-4	1.151744E-2
9.0721E-3	1.278925E-4	-8.506816E-3	1.536393E-4	1.117702E-2
9.088E-3	1.277597E-4	-8.201527E-3	1.538143E-4	1.083618E-2
9.1039E-3	1.276317E-4	-7.896516E-3	1.539839E-4	1.049494E-2
9.1198E-3	1.275086E-4	-7.591772E-3	1.54148E-4	1.015329E-2
9.1357E-3	1.273903E-4	-7.287286E-3	1.543067E-4	9.81127E-3
9.1516E-3	1.272768E-4	-6.983047E-3	1.5446E-4	9.468877E-3
9.1675E-3	1.271682E-4	-6.679044E-3	1.546078E-4	9.126128E-3
9.1834E-3	1.270644E-4	-6.375267E-3	1.547502E-4	8.783036E-3
9.1993E-3	1.269655E-4	-6.071706E-3	1.548871E-4	8.439613E-3
9.2152E-3	1.268713E-4	-5.768351E-3	1.550186E-4	8.095873E-3
9.2311E-3	1.26782E-4	-5.465191E-3	1.551446E-4	7.751829E-3
9.247E-3	1.266976E-4	-5.162217E-3	1.552651E-4	7.407493E-3
9.2629E-3	1.266179E-4	-4.859417E-3	1.553801E-4	7.062878E-3
9.2788E-3	1.26543E-4	-4.556781E-3	1.554897E-4	6.717998E-3
9.2947E-3	1.26473E-4	-4.2543E-3	1.555938E-4	6.372866E-3
9.3106E-3	1.264077E-4	-3.951963E-3	1.556924E-4	6.027493E-3
9.3265E-3	1.263473E-4	-3.649759E-3	1.557854E-4	5.681894E-3
9.3424E-3	1.262917E-4	-3.347679E-3	1.55873E-4	5.336082E-3
9.3583E-3	1.262408E-4	-3.045713E-3	1.559551E-4	4.990069E-3
9.3742E-3	1.261948E-4	-2.74385E-3	1.560317E-4	4.643868E-3
9.3901E-3	1.261536E-4	-2.44208E-3	1.561028E-4	4.297492E-3
9.406E-3	1.261172E-4	-2.140393E-3	1.561684E-4	3.950955E-3
9.4219E-3	1.260855E-4	-1.838778E-3	1.562284E-4	3.604269E-3
9.4378E-3	1.260587E-4	-1.537226E-3	1.56283E-4	3.257447E-3
9.4537E-3	1.260366E-4	-1.235726E-3	1.56332E-4	2.910503E-3
9.4696E-3	1.260194E-4	-9.342688E-4	1.563756E-4	2.563449E-3
9.4855E-3	1.260069E-4	-6.328433E-4	1.564136E-4	2.216298E-3
9.5014E-3	1.259993E-4	-3.314397E-4	1.56446E-4	1.869064E-3
9.5173E-3	1.259964E-4	-3.004773E-5	1.56473E-4	1.52176E-3
9.5332E-3	1.259983E-4	2.713427E-4	1.564944E-4	1.174397E-3
9.5491E-3	1.26005E-4	5.727417E-4	1.565103E-4	8.269907E-4
9.565E-3	1.260165E-4	8.741594E-4	1.565207E-4	4.795525E-4
9.5809E-3	1.260328E-4	1.175606E-3	1.565256E-4	1.320958E-4
9.5968E-3	1.260539E-4	1.477092E-3	1.565249E-4	-2.153662E-4
9.6127E-3	1.260798E-4	1.778627E-3	1.565187E-4	-5.628207E-4
9.6286E-3	1.261105E-4	2.080221E-3	1.56507E-4	-9.102546E-4
9.6445E-3	1.261459E-4	2.381885E-3	1.564898E-4	-1.257655E-3
9.6604E-3	1.261862E-4	2.683629E-3	1.56467E-4	-1.605008E-3
9.6763E-3	1.262313E-4	2.985462E-3	1.564387E-4	-1.952302E-3
9.6922E-3	1.262811E-4	3.287396E-3	1.564049E-4	-2.299523E-3
9.7081E-3	1.263358E-4	3.58944E-3	1.563656E-4	-2.646658E-3
9.724E-3	1.263953E-4	3.891605E-3	1.563208E-4	-2.993695E-3
9.7399E-3	1.264596E-4	4.1939E-3	1.562704E-4	-3.340619E-3
9.7558E-3	1.265287E-4	4.496336E-3	1.562146E-4	-3.687419E-3
9.7717E-3	1.266026E-4	4.798924E-3	1.561532E-4	-4.034081E-3
9.7876E-3	1.266813E-4	5.101672E-3	1.560863E-4	-4.380592E-3
9.8035E-3	1.267648E-4	5.404593E-3	1.560139E-4	-4.726939E-3
9.8194E-3	1.268531E-4	5.707695E-3	1.55936E-4	-5.073109E-3
9.8353E-3	1.269463E-4	6.010989E-3	1.558525E-4	-5.41909E-3
9.8512E-3	1.270443E-4	6.314486E-3	1.557636E-4	-5.764868E-3
9.8671E-3	1.271471E-4	6.618196E-3	1.556692E-4	-6.110429E-3
9.883E-3	1.272547E-4	6.922129E-3	1.555693E-4	-6.455762E-3
9.8989E-3	1.273672E-4	7.226295E-3	1.554639E-4	-6.800853E-3
9.9148E-3	1.274845E-4	7.530705E-3	1.553531E-4	-7.14569E-3
9.9307E-3	1.276067E-4	7.835369E-3	1.552367E-4	-7.490258E-3
9.9466E-3	1.277337E-4	8.140297E-3	1.551149E-4	-7.834546E-3
9.9625E-3	1.278656E-4	8.445501E-3	1.549876E-4	-8.178541E-3
9.9784E-3	1.280023E-4	8.750989E-3	1.548548E-4	-8.522228E-3
9.9943E-3	1.281438E-4	9.056774E-3	1.547166E-4	-8.865596E-3
1.00102E-2	1.282903E-4	9.362864E-3	1.545729E-4	-9.208632E-3
1.00261E-2	1.284416E-4	9.669272E-3	1.544237E-4	-9.551322E-3
1.0042E-2	1.285978E-4	9.976006E-3	1.542691E-4	-9.893654E-3
1.00579E-2	1.287588E-4	1.028308E-2	1.541091E-4	-1.023562E-2
1.00738E-2	1.289248E-4	1.05905E-2	1.539436E-4	-1.057719E-2
1.00897E-2	1.290956E-4	1.089828E-2	1.537728E-4	-1.091837E-2
1.01056E-2	1.292713E-4	1.120643E-2	1.535964E-4	-1.125914E-2
1.01215E-2	1.29452E-4	1.151495E-2	1.534147E-4	-1.159949E-2
1.01374E-2	1.296375E-4	1.182387E-2	1.532276E-4	-1.19394E-2
1.01533E-2	1.29828E-4	1.213319E-2	1.53035E-4	-1.227886E-2
1.01692E-2	1.300234E-4	1.244292E-2	1.528371E-4	-1.261787E-2
1.01851E-2	1.302237E-4	1.275308E-2	1.526338E-4	-1.295639E-2
1.0201E-2	1.304289E-4	1.306367E-2	1.524251E-4	-1.329444E-2
1.02169E-2	1.306391E-4	1.33747E-2	1.52211E-4	-1.363198E-2
1.02328E-2	1.308542E-4	1.368618E-2	1.519916E-4	-1.396901E-2
1.02487E-2	1.310743E-4	1.399814E-2	1.517668E-4	-1.430551E-2
1.02646E-2	1.312994E-4	1.431056E-2	1.515367E-4	-1.464147E-2
1.02805E-2	1.315294E-4	1.462348E-2	1.513012E-4	-1.497689E-2
1.02964E-2	1.317644E-4	1.493689E-2	1.510604E-4	-1.531174E-2
1.03123E-2	1.320044E-4	1.525082E-2	1.508143E-4	-1.564602E-2
1.03282E-2	1.322494E-4	1.556526E-2	1.505629E-4	-1.59797E-2
1.03441E-2	1.324994E-4	1.588024E-2	1.503062E-4	-1.631279E-2
1.036E-2	1.327544E-4	1.619575E-2	1.500441E-4	-1.664526E-2
1.037E-2	1.329164E-4	1.620361E-2	1.498777E-4	-1.663856E-2
1.038E-2	1.330784E-4	1.621145E-2	1.497114E-4	-1.663186E-2
1.039E-2	1.332406E-4	1.621927E-2	1.495451E-4	-1.662515E-2
1.04E-2	1.334028E-4	1.622709E-2	1.493789E-4	-1.661843E-2
1.041E-2	1.335651E-4	1.623489E-2	1.492127E-4	-1.66117E-2
1.042E-2	1.337275E-4	1.624267E-2	1.490466E-4	-1.660497E-2
1.043E-2	1.3389E-4	1.625044E-2	1.488806E-4	-1.659822E-2
1.044E-2	1.340525E-4	1.62582E-2	1.487147E-4	-1.659147E-2
1.045E-2	1.342152E-4	1.626595E-2	1.485488E-4	-1.65847E-2
1.046E-2	1.343779E-4	1.627368E-2	1.48383E-4	-1.657793E-2
1.047E-2	1.345406E-4	1.62814E-2	1.482172E-4	-1.657114E-2
1.048E-2	1.347035E-4	1.62891E-2	1.480516E-4	-1.656435E-2
1.049E-2	1.348664E-4	1.62968E-2	1.47886E-4	-1.655755E-2
1.05E-2	1.350294E-4	1.630447E-2	1.477204E-4	-1.655074E-2
1.051E-2	1.351925E-4	1.631214E-2	1.475549E-4	-1.654392E-2
1.052E-2	1.353557E-4	1.631979E-2	1.473895E-4	-1.653709E-2
1.053E-2	1.355189E-4	1.632743E-2	1.472242E-4	-1.653025E-2
1.054E-2	1.356822E-4	1.633506E-2	1.470589E-4	-1.65234E-2
1.055E-2	1.358456E-4	1.634267E-2	1.468937E-4	-1.651655E-2
1.056E-2	1.360091E-4	1.635027E-2	1.467286E-4	-1.650968E-2
1.057E-2	1.361726E-4	1.635786E-2	1.465635E-4	-1.65028E-2
1.058E-2	1.363362E-4	1.636544E-2	1.463985E-4	-1.649592E-2
1.059E-2	1.364999E-4	1.6373E-2	1.462336E-4	-1.648902E-2
1.06E-2	1.366637E-4	1.638055E-2	1.460688E-4	-1.648211E-2
1.061E-2	1.368275E-4	1.638809E-2	1.45904E-4	-1.64752E-2
1.062E-2	1.369914E-4	1.639561E-2	1.457393E-4	-1.646827E-2
1.063E-2	1.371554E-4	1.640313E-2	1.455746E-4	-1.646134E-2
1.064E-2	1.373195E-4	1.641063E-2	1.4541E-4	-1.645439E-2
1.065E-2	1.374836E-4	1.641811E-2	1.452455E-4	-1.644744E-2
1.066E-2	1.376479E-4	1.642559E-2	1.450811E-4	-1.644047E-2
1.067E-2	1.378122E-4	1.643305E-2	1.449167E-4	-1.64335E-2
1.068E-2	1.379765E-4	1.64405E-2	1.447524E-4	-1.642651E-2
1.069E-2	1.38141E-4	1.644794E-2	1.445882E-4	-1.641952E-2
1.07E-2	1.383055E-4	1.645537E-2	1.44424E-4	-1.641251E-2
1.071E-2	1.384701E-4	1.646279E-2	1.442599E-4	-1.64055E-2
1.072E-2	1.386347E-4	1.647019E-2	1.440959E-4	-1.639847E-2
1.073E-2	1.387995E-4	1.647758E-2	1.43932E-4	-1.639144E-2
1.074E-2	1.389643E-4	1.648496E-2	1.437681E-4	-1.638439E-2
1.075E-2	1.391292E-4	1.649233E-2	1.436043E-4	-1.637734E-2
1.076E-2	1.392941E-4	1.649968E-2	1.434405E-4	-1.637027E-2
1.077E-2	1.394592E-4	1.650702E-2	1.432769E-4	-1.63632E-2
1.078E-2	1.396243E-4	1.651436E-2	1.431133E-4	-1.635611E-2
1.079E-2	1.397895E-4	1.652168E-2	1.429497E-4	-1.634901E-2
1.08E-2	1.399547E-4	1.652898E-2	1.427863E-4	-1.634191E-2
1.081E-2	1.4012E-4	1.653628E-2	1.426229E-4	-1.633479E-2
1.082E-2	1.402854E-4	1.654357E-2	1.424596E-4	-1.632766E-2
1.083E-2	1.404509E-4	1.655084E-2	1.422964E-4	-1.632052E-2
1.084E-2	1.406165E-4	1.65581E-2	1.421332E-4	-1.631337E-2
1.085E-2	1.407821E-4	1.656535E-2	1.419701E-4	-1.630621E-2
1.086E-2	1.409478E-4	1.657259E-2	1.418071E-4	-1.629904E-2
1.087E-2	1.411135E-4	1.657982E-2	1.416441E-4	-1.629186E-2
1.088E-2	1.412794E-4	1.658704E-2	1.414812E-4	-1.628466E-2
1.089E-2	1.414453E-4	1.659425E-2	1.413184E-4	-1.627746E-2
1.09E-2	1.416112E-4	1.660144E-2	1.411557E-4	-1.627025E-2
1.091E-2	1.417773E-4	1.660863E-2	1.40993E-4	-1.626302E-2
1.092E-2	1.419434E-4	1.66158E-2	1.408304E-4	-1.625578E-2
1.093E-2	1.421096E-4	1.662296E-2	1.406679E-4	-1.624854E-2
1.094E-2	1.422759E-4	1.663011E-2	1.405054E-4	-1.624128E-2
1.095E-2	1.424422E-4	1.663725E-2	1.403431E-4	-1.623401E-2
1.096E-2	1.426086E-4	1.664438E-2	1.401808E-4	-1.622673E-2
1.097E-2	1.427751E-4	1.66515E-2	1.400185E-4	-1.621944E-2
1.098E-2	1.429416E-4	1.66586E-2	1.398564E-4	-1.621213E-2
1.099E-2	1.431083E-4	1.66657E-2	1.396943E-4	-1.620482E-2
1.1E-2	1.43275E-4	1.667279E-2	1.395323E-4	-1.619749E-2
1.101E-2	1.434417E-4	1.667986E-2	1.393703E-4	-1.619015E-2
1.102E-2	1.436086E-4	1.668693E-2	1.392085E-4	-1.618281E-2
1.103E-2	1.437755E-4	1.669398E-2	1.390467E-4	-1.617545E-2
1.104E-2	1.439424E-4	1.670102E-2	1.38885E-4	-1.616807E-2
1.105E-2	1.441095E-4	1.670806E-2	1.387233E-4	-1.616069E-2
1.106E-2	1.442766E-4	1.671508E-2	1.385618E-4	-1.61533E-2
1.107E-2	1.444438E-4	1.672209E-2	1.384003E-4	-1.614589E-2
1.108E-2	1.44611E-4	1.672909E-2	1.382388E-4	-1.613847E-2
1.109E-2	1.447784E-4	1.673609E-2	1.380775E-4	-1.613104E-2
1.11E-2	1.449458E-4	1.674307E-2	1.379162E-4	-1.61236E-2
1.111E-2	1.451132E-4	1.675004E-2	1.37755E-4	-1.611615E-2
1.112E-2	1.452808E-4	1.6757E-2	1.375939E-4	-1.610868E-2
1.113E-2	1.454484E-4	1.676395E-2	1.374328E-4	-1.61012E-2
1.114E-2	1.45616E-4	1.677089E-2	1.372719E-4	-1.609371E-2
1.115E-2	1.457838E-4	1.677782E-2	1.37111E-4	-1.608621E-2
1.116E-2	1.459516E-4	1.678474E-2	1.369501E-4	-1.60787E-2
1.117E-2	1.461195E-4	1.679165E-2	1.367894E-4	-1.607117E-2
1.118E-2	1.462874E-4	1.679855E-2	1.366287E-4	-1.606364E-2
1.119E-2	1.464555E-4	1.680544E-2	1.364681E-4	-1.605609E-2
1.12E-2	1.466235E-4	1.681232E-2	1.363076E-4	-1.604852E-2
1.121E-2	1.467917E-4	1.681919E-2	1.361471E-4	-1.604095E-2
1.122E-2	1.469599E-4	1.682605E-2	1.359868E-4	-1.603336E-2
1.123E-2	1.471282E-4	1.68329E-2	1.358265E-4	-1.602576E-2
1.124E-2	1.472966E-4	1.683974E-2	1.356663E-4	-1.601815E-2
1.125E-2	1.47465E-4	1.684657E-2	1.355061E-4	-1.601053E-2
1.126E-2	1.476335E-4	1.68534E-2	1.353461E-4	-1.600289E-2
1.127E-2	1.478021E-4	1.686021E-2	1.351861E-4	-1.599524E-2
1.128E-2	1.479707E-4	1.686701E-2	1.350261E-4	-1.598758E-2
1.129E-2	1.481394E-4	1.68738E-2	1.348663E-4	-1.59799E-2
1.13E-2	1.483082E-4	1.688059E-2	1.347065E-4	-1.597221E-2
1.131E-2	1.48477E-4	1.688736E-2	1.345469E-4	-1.596451E-2
1.132E-2	1.486459E-4	1.689413E-2	1.343873E-4	-1.59568E-2
1.133E-2	1.488149E-4	1.690088E-2	1.342277E-4	-1.594907E-2
1.134E-2	1.48984E-4	1.690763E-2	1.340683E-4	-1.594133E-2
1.135E-2	1.491531E-4	1.691436E-2	1.339089E-4	-1.593358E-2
1.136E-2	1.493222E-4	1.692109E-2	1.337496E-4	-1.592581E-2
1.13759E-2	1.495888E-4	1.66122E-2	1.334988E-4	-1.562772E-2
1.13918E-2	1.498505E-4	1.630273E-2	1.332526E-4	-1.533013E-2
1.14077E-2	1.501073E-4	1.599268E-2	1.330113E-4	-1.503303E-2
1.14236E-2	1.503591E-4	1.568206E-2	1.327746E-4	-1.473641E-2
1.14395E-2	1.506059E-4	1.537089E-2	1.325426E-4	-1.444025E-2
1.14554E-2	1.508479E-4	1.505917E-2	1.323154E-4	-1.414456E-2
1.14713E-2	1.510848E-4	1.474692E-2	1.320928E-4	-1.384932E-2
1.14872E-2	1.513168E-4	1.443416E-2	1.31875E-4	-1.355451E-2
1.15031E-2	1.515438E-4	1.412088E-2	1.316618E-4	-1.326014E-2
1.1519E-2	1.517659E-4	1.38071E-2	1.314533E-4	-1.296619E-2
1.15349E-2	1.519829E-4	1.349284E-2	1.312495E-4	-1.267265E-2
1.15508E-2	1.521949E-4	1.31781E-2	1.310503E-4	-1.237951E-2
1.15667E-2	1.52402E-4	1.28629E-2	1.308558E-4	-1.208677E-2
1.15826E-2	1.52604E-4	1.254724E-2	1.306659E-4	-1.17944E-2
1.15985E-2	1.52801E-4	1.223114E-2	1.304807E-4	-1.150242E-2
1.16144E-2	1.529929E-4	1.191461E-2	1.303002E-4	-1.121079E-2
1.16303E-2	1.531798E-4	1.159765E-2	1.301242E-4	-1.091953E-2
1.16462E-2	1.533617E-4	1.128029E-2	1.299529E-4	-1.06286E-2
1.16621E-2	1.535385E-4	1.096253E-2	1.297862E-4	-1.033802E-2
1.1678E-2	1.537103E-4	1.064439E-2	1.296242E-4	-1.004776E-2
1.16939E-2	1.53877E-4	1.032587E-2	1.294667E-4	-9.757816E-3
1.17098E-2	1.540387E-4	1.000699E-2	1.293139E-4	-9.468183E-3
1.17257E-2	1.541953E-4	9.687752E-3	1.291656E-4	-9.178849E-3
1.17416E-2	1.543468E-4	9.368175E-3	1.29022E-4	-8.889805E-3
1.17575E-2	1.544932E-4	9.048268E-3	1.288829E-4	-8.601042E-3
1.17734E-2	1.546345E-4	8.728043E-3	1.287485E-4	-8.31255E-3
1.17893E-2	1.547707E-4	8.40751E-3	1.286186E-4	-8.02432E-3
1.18052E-2	1.549018E-4	8.086682E-3	1.284933E-4	-7.736343E-3
1.18211E-2	1.550279E-4	7.765569E-3	1.283726E-4	-7.448611E-3
1.1837E-2	1.551488E-4	7.444183E-3	1.282564E-4	-7.161113E-3
1.18529E-2	1.552646E-4	7.122535E-3	1.281449E-4	-6.873841E-3
1.18688E-2	1.553753E-4	6.800636E-3	1.280378E-4	-6.586785E-3
1.18847E-2	1.554809E-4	6.478498E-3	1.279354E-4	-6.299937E-3
1.19006E-2	1.555813E-4	6.156133E-3	1.278375E-4	-6.013287E-3
1.19165E-2	1.556766E-4	5.833551E-3	1.277442E-4	-5.726826E-3
1.19324E-2	1.557668E-4	5.510763E-3	1.276554E-4	-5.440545E-3
1.19483E-2	1.558519E-4	5.187783E-3	1.275712E-4	-5.154436E-3
1.19642E-2	1.559318E-4	4.864619E-3	1.274915E-4	-4.868489E-3
1.19801E-2	1.560066E-4	4.541285E-3	1.274163E-4	-4.582694E-3
1.1996E-2	1.560762E-4	4.217791E-3	1.273457E-4	-4.297044E-3
1.20119E-2	1.561407E-4	3.89415E-3	1.272797E-4	-4.011529E-3
1.20278E-2	1.562E-4	3.570371E-3	1.272182E-4	-3.726139E-3
1.20437E-2	1.562542E-4	3.246467E-3	1.271612E-4	-3.440867E-3
1.20596E-2	1.563033E-4	2.922449E-3	1.271088E-4	-3.155702E-3
1.20755E-2	1.563471E-4	2.598328E-3	1.270608E-4	-2.870637E-3
1.20914E-2	1.563859E-4	2.274116E-3	1.270175E-4	-2.585662E-3
1.21073E-2	1.564195E-4	1.949825E-3	1.269786E-4	-2.300767E-3
1.21232E-2	1.564479E-4	1.625465E-3	1.269443E-4	-2.015945E-3
1.21391E-2	1.564712E-4	1.301048E-3	1.269145E-4	-1.731186E-3
1.2155E-2	1.564893E-4	9.765851E-4	1.268893E-4	-1.446481E-3
1.21709E-2	1.565022E-4	6.520885E-4	1.268685E-4	-1.161822E-3
1.21868E-2	1.5651E-4	3.275692E-4	1.268523E-4	-8.771984E-4
1.22027E-2	1.565126E-4	3.038503E-6	1.268406E-4	-5.926024E-4
1.22186E-2	1.565101E-4	-3.21492E-4	1.268335E-4	-3.080248E-4
1.22345E-2	1.565024E-4	-6.460111E-4	1.268308E-4	-2.34566E-5
1.22504E-2	1.564895E-4	-9.705072E-4	1.268327E-4	2.611111E-4
1.22663E-2	1.564715E-4	-1.294969E-3	1.268391E-4	5.456872E-4
1.22822E-2	1.564484E-4	-1.619385E-3	1.268501E-4	8.302808E-4
1.22981E-2	1.5642E-4	-1.943744E-3	1.268655E-4	1.114901E-3
1.2314E-2	1.563866E-4	-2.268034E-3	1.268855E-4	1.399556E-3
1.23299E-2	1.563479E-4	-2.592244E-3	1.2691E-4	1.684255E-3
1.23458E-2	1.563041E-4	-2.916363E-3	1.269391E-4	1.969008E-3
1.23617E-2	1.562552E-4	-3.240379E-3	1.269727E-4	2.253823E-3
1.23776E-2	1.562011E-4	-3.564281E-3	1.270108E-4	2.538708E-3
1.23935E-2	1.561418E-4	-3.888057E-3	1.270534E-4	2.823674E-3
1.24094E-2	1.560774E-4	-4.211697E-3	1.271005E-4	3.108729E-3
1.24253E-2	1.560079E-4	-4.535187E-3	1.271522E-4	3.393882E-3
1.24412E-2	1.559332E-4	-4.858519E-3	1.272085E-4	3.679142E-3
1.24571E-2	1.558534E-4	-5.181678E-3	1.272692E-4	3.964518E-3
1.2473E-2	1.557684E-4	-5.504656E-3	1.273345E-4	4.250019E-3
1.24889E-2	1.556784E-4	-5.827439E-3	1.274044E-4	4.535654E-3
1.25048E-2	1.555831E-4	-6.150017E-3	1.274788E-4	4.821432E-3
1.25207E-2	1.554828E-4	-6.472379E-3	1.275577E-4	5.107362E-3
1.25366E-2	1.553773E-4	-6.794512E-3	1.276412E-4	5.393453E-3
1.25525E-2	1.552667E-4	-7.116406E-3	1.277292E-4	5.679714E-3
1.25684E-2	1.55151E-4	-7.43805E-3	1.278218E-4	5.966155E-3
1.25843E-2	1.550302E-4	-7.759431E-3	1.27919E-4	6.252783E-3
1.26002E-2	1.549043E-4	-8.080539E-3	1.280207E-4	6.539609E-3
1.26161E-2	1.547732E-4	-8.401362E-3	1.281269E-4	6.826641E-3
1.2632E-2	1.546371E-4	-8.721888E-3	1.282377E-4	7.113889E-3
1.26479E-2	1.544959E-4	-9.042108E-3	1.283531E-4	7.401361E-3
1.26638E-2	1.543496E-4	-9.362009E-3	1.284731E-4	7.689067E-3
1.26797E-2	1.541982E-4	-9.681579E-3	1.285976E-4	7.977016E-3
1.26956E-2	1.540417E-4	-1.000081E-2	1.287268E-4	8.265217E-3
1.27115E-2	1.538801E-4	-1.031969E-2	1.288605E-4	8.55368E-3
1.27274E-2	1.537135E-4	-1.06382E-2	1.289988E-4	8.842413E-3
1.27433E-2	1.535419E-4	-1.095634E-2	1.291417E-4	9.131425E-3
1.27592E-2	1.533651E-4	-1.127409E-2	1.292892E-4	9.420726E-3
1.27751E-2	1.531833E-4	-1.159144E-2	1.294413E-4	9.710326E-3
1.2791E-2	1.529965E-4	-1.190838E-2	1.29598E-4	1.000023E-2
1.28069E-2	1.528047E-4	-1.222491E-2	1.297593E-4	1.029046E-2
1.28228E-2	1.526078E-4	-1.2541E-2	1.299252E-4	1.058101E-2
1.28387E-2	1.524059E-4	-1.285665E-2	1.300957E-4	1.087189E-2
1.28546E-2	1.521989E-4	-1.317185E-2	1.302709E-4	1.116312E-2
1.28705E-2	1.51987E-4	-1.348658E-2	1.304507E-4	1.14547E-2
1.28864E-2	1.517701E-4	-1.380083E-2	1.306352E-4	1.174665E-2
1.29023E-2	1.515481E-4	-1.41146E-2	1.308243E-4	1.203897E-2
1.29182E-2	1.513212E-4	-1.442786E-2	1.31018E-4	1.233167E-2
1.29341E-2	1.510893E-4	-1.474062E-2	1.312164E-4	1.262476E-2
1.295E-2	1.508525E-4	-1.505286E-2	1.314195E-4	1.291826E-2
1.296E-2	1.50702E-4	-1.50462E-2	1.315487E-4	1.292624E-2
1.297E-2	1.505515E-4	-1.503954E-2	1.31678E-4	1.293421E-2
1.298E-2	1.504012E-4	-1.503286E-2	1.318074E-4	1.294217E-2
1.299E-2	1.502509E-4	-1.502618E-2	1.319369E-4	1.295011E-2
1.3E-2	1.501007E-4	-1.501949E-2	1.320664E-4	1.295805E-2
1.301E-2	1.499505E-4	-1.501279E-2	1.32196E-4	1.296597E-2
1.302E-2	1.498004E-4	-1.500609E-2	1.323257E-4	1.297389E-2
1.303E-2	1.496504E-4	-1.499937E-2	1.324555E-4	1.298179E-2
1.304E-2	1.495004E-4	-1.499265E-2	1.325854E-4	1.298968E-2
1.305E-2	1.493505E-4	-1.498592E-2	1.327153E-4	1.299756E-2
1.306E-2	1.492007E-4	-1.497918E-2	1.328453E-4	1.300543E-2
1.307E-2	1.490509E-4	-1.497243E-2	1.329754E-4	1.301329E-2
1.308E-2	1.489012E-4	-1.496567E-2	1.331056E-4	1.302114E-2
