    Z      	  a(m)    	   a'    	  b(m) 	   b'
4.9E-4	1.014707E-3	3.002825E-2	1.014707E-3	3.002825E-2
5E-4	1.015007E-3	3.002882E-2	1.015007E-3	3.002882E-2
5.1E-4	1.015308E-3	3.002939E-2	1.015308E-3	3.002939E-2
5.2E-4	1.015608E-3	3.002996E-2	1.015608E-3	3.002996E-2
5.3E-4	1.015908E-3	3.003053E-2	1.015908E-3	3.003053E-2
5.4E-4	1.016208E-3	3.00311E-2	1.016208E-3	3.00311E-2
5.5E-4	1.016509E-3	3.003167E-2	1.016509E-3	3.003167E-2
5.6E-4	1.016809E-3	3.003225E-2	1.016809E-3	3.003225E-2
5.7E-4	1.017109E-3	3.003282E-2	1.017109E-3	3.003282E-2
5.8E-4	1.01741E-3	3.003339E-2	1.01741E-3	3.003339E-2
5.9E-4	1.01771E-3	3.003396E-2	1.01771E-3	3.003396E-2
6E-4	1.01801E-3	3.003453E-2	1.01801E-3	3.003453E-2
6.1E-4	1.018311E-3	3.00351E-2	1.018311E-3	3.00351E-2
6.2E-4	1.018611E-3	3.003567E-2	1.018611E-3	3.003567E-2
6.3E-4	1.018911E-3	3.003624E-2	1.018911E-3	3.003624E-2
6.4E-4	1.019212E-3	3.003681E-2	1.019212E-3	3.003681E-2
6.5E-4	1.019512E-3	3.003738E-2	1.019512E-3	3.003738E-2
6.6E-4	1.019813E-3	3.003795E-2	1.019813E-3	3.003795E-2
6.7E-4	1.020113E-3	3.003852E-2	1.020113E-3	3.003852E-2
6.8E-4	1.020413E-3	3.003908E-2	1.020413E-3	3.003908E-2
6.9E-4	1.020714E-3	3.003965E-2	1.020714E-3	3.003965E-2
7E-4	1.021014E-3	3.004022E-2	1.021014E-3	3.004022E-2
7.1E-4	1.021315E-3	3.004079E-2	1.021315E-3	3.004079E-2
7.2E-4	1.021615E-3	3.004136E-2	1.021615E-3	3.004136E-2
7.3E-4	1.021915E-3	3.004193E-2	1.021915E-3	3.004193E-2
7.4E-4	1.022216E-3	3.004249E-2	1.022216E-3	3.004249E-2
7.5E-4	1.022516E-3	3.004306E-2	1.022516E-3	3.004306E-2
7.6E-4	1.022817E-3	3.004363E-2	1.022817E-3	3.004363E-2
7.7E-4	1.023117E-3	3.00442E-2	1.023117E-3	3.00442E-2
7.8E-4	1.023418E-3	3.004476E-2	1.023418E-3	3.004476E-2
7.9E-4	1.023718E-3	3.004533E-2	1.023718E-3	3.004533E-2
8E-4	1.024018E-3	3.00459E-2	1.024018E-3	3.00459E-2
8.1E-4	1.024319E-3	3.004646E-2	1.024319E-3	3.004646E-2
8.2E-4	1.024619E-3	3.004703E-2	1.024619E-3	3.004703E-2
8.3E-4	1.02492E-3	3.00476E-2	1.02492E-3	3.00476E-2
8.4E-4	1.02522E-3	3.004816E-2	1.02522E-3	3.004816E-2
8.5E-4	1.025521E-3	3.004873E-2	1.025521E-3	3.004873E-2
8.6E-4	1.025821E-3	3.00493E-2	1.025821E-3	3.00493E-2
8.7E-4	1.026122E-3	3.004986E-2	1.026122E-3	3.004986E-2
8.8E-4	1.026422E-3	3.005043E-2	1.026422E-3	3.005043E-2
8.9E-4	1.026723E-3	3.005099E-2	1.026723E-3	3.005099E-2
9E-4	1.027023E-3	3.005156E-2	1.027023E-3	3.005156E-2
9.1E-4	1.027324E-3	3.005212E-2	1.027324E-3	3.005212E-2
9.2E-4	1.027624E-3	3.005269E-2	1.027624E-3	3.005269E-2
9.3E-4	1.027925E-3	3.005325E-2	1.027925E-3	3.005325E-2
9.4E-4	1.028225E-3	3.005382E-2	1.028225E-3	3.005382E-2
9.5E-4	1.028526E-3	3.005438E-2	1.028526E-3	3.005438E-2
9.6E-4	1.028827E-3	3.005494E-2	1.028827E-3	3.005494E-2
9.7E-4	1.029127E-3	3.005551E-2	1.029127E-3	3.005551E-2
9.8E-4	1.029428E-3	3.005607E-2	1.029428E-3	3.005607E-2
9.9E-4	1.029728E-3	3.005664E-2	1.029728E-3	3.005664E-2
1E-3	1.030029E-3	3.00572E-2	1.030029E-3	3.00572E-2
1.0159E-3	1.0305E-3	2.9217E-2	1.030513E-3	3.089919E-2
1.0318E-3	1.030958E-3	2.837642E-2	1.031011E-3	3.174159E-2
1.0477E-3	1.031402E-3	2.753547E-2	1.031523E-3	3.25844E-2
1.0636E-3	1.031833E-3	2.669417E-2	1.032048E-3	3.342762E-2
1.0795E-3	1.032251E-3	2.585251E-2	1.032586E-3	3.427129E-2
1.0954E-3	1.032656E-3	2.501052E-2	1.033137E-3	3.51154E-2
1.1113E-3	1.033047E-3	2.416821E-2	1.033702E-3	3.595996E-2
1.1272E-3	1.033424E-3	2.332558E-2	1.034281E-3	3.680499E-2
1.1431E-3	1.033788E-3	2.248265E-2	1.034873E-3	3.765049E-2
1.159E-3	1.034139E-3	2.163943E-2	1.035478E-3	3.849649E-2
1.1749E-3	1.034476E-3	2.079592E-2	1.036097E-3	3.934298E-2
1.1908E-3	1.0348E-3	1.995214E-2	1.036729E-3	4.018999E-2
1.2067E-3	1.035111E-3	1.910811E-2	1.037375E-3	4.103751E-2
1.2226E-3	1.035408E-3	1.826383E-2	1.038034E-3	4.188557E-2
1.2385E-3	1.035692E-3	1.741931E-2	1.038707E-3	4.273417E-2
1.2544E-3	1.035962E-3	1.657456E-2	1.039393E-3	4.358333E-2
1.2703E-3	1.036219E-3	1.57296E-2	1.040093E-3	4.443305E-2
1.2862E-3	1.036462E-3	1.488443E-2	1.040806E-3	4.528334E-2
1.3021E-3	1.036692E-3	1.403907E-2	1.041533E-3	4.613423E-2
1.318E-3	1.036909E-3	1.319352E-2	1.042273E-3	4.698571E-2
1.3339E-3	1.037112E-3	1.234781E-2	1.043027E-3	4.78378E-2
1.3498E-3	1.037301E-3	1.150193E-2	1.043795E-3	4.869051E-2
1.3657E-3	1.037477E-3	1.065591E-2	1.044575E-3	4.954386E-2
1.3816E-3	1.03764E-3	9.809741E-3	1.04537E-3	5.039785E-2
1.3975E-3	1.037789E-3	8.963449E-3	1.046178E-3	5.125249E-2
1.4134E-3	1.037925E-3	8.11704E-3	1.047E-3	5.210779E-2
1.4293E-3	1.038047E-3	7.270525E-3	1.047835E-3	5.296377E-2
1.4452E-3	1.038156E-3	6.423916E-3	1.048684E-3	5.382044E-2
1.4611E-3	1.038252E-3	5.577222E-3	1.049547E-3	5.467781E-2
1.477E-3	1.038334E-3	4.730456E-3	1.050423E-3	5.553589E-2
1.4929E-3	1.038402E-3	3.883628E-3	1.051313E-3	5.639468E-2
1.5088E-3	1.038457E-3	3.036749E-3	1.052216E-3	5.725421E-2
1.5247E-3	1.038499E-3	2.189831E-3	1.053133E-3	5.811448E-2
1.5406E-3	1.038527E-3	1.342883E-3	1.054064E-3	5.897551E-2
1.5565E-3	1.038541E-3	4.959181E-4	1.055009E-3	5.98373E-2
1.5724E-3	1.038543E-3	-3.51054E-4	1.055967E-3	6.069986E-2
1.5883E-3	1.03853E-3	-1.198022E-3	1.056939E-3	6.156322E-2
1.6042E-3	1.038505E-3	-2.044975E-3	1.057925E-3	6.242737E-2
1.6201E-3	1.038465E-3	-2.891901E-3	1.058924E-3	6.329233E-2
1.636E-3	1.038413E-3	-3.738791E-3	1.059938E-3	6.415811E-2
1.6519E-3	1.038346E-3	-4.585632E-3	1.060965E-3	6.502473E-2
1.6678E-3	1.038267E-3	-5.432414E-3	1.062005E-3	6.589219E-2
1.6837E-3	1.038174E-3	-6.279126E-3	1.06306E-3	6.67605E-2
1.6996E-3	1.038067E-3	-7.125757E-3	1.064128E-3	6.762968E-2
1.7155E-3	1.037947E-3	-7.972296E-3	1.065211E-3	6.849974E-2
1.7314E-3	1.037814E-3	-8.818732E-3	1.066307E-3	6.937069E-2
1.7473E-3	1.037667E-3	-9.665054E-3	1.067417E-3	7.024254E-2
1.7632E-3	1.037506E-3	-1.051125E-2	1.06854E-3	7.111529E-2
1.7791E-3	1.037332E-3	-1.135731E-2	1.069678E-3	7.198898E-2
1.795E-3	1.037145E-3	-1.220322E-2	1.07083E-3	7.286359E-2
1.8109E-3	1.036944E-3	-1.304898E-2	1.071995E-3	7.373915E-2
1.8268E-3	1.03673E-3	-1.389457E-2	1.073174E-3	7.461567E-2
1.8427E-3	1.036502E-3	-1.473997E-2	1.074368E-3	7.549315E-2
1.8586E-3	1.036261E-3	-1.558519E-2	1.075575E-3	7.637162E-2
1.8745E-3	1.036007E-3	-1.64302E-2	1.076796E-3	7.725107E-2
1.8904E-3	1.035739E-3	-1.7275E-2	1.078032E-3	7.813153E-2
1.9063E-3	1.035457E-3	-1.811958E-2	1.079281E-3	7.9013E-2
1.9222E-3	1.035163E-3	-1.896392E-2	1.080544E-3	7.98955E-2
1.9381E-3	1.034854E-3	-1.980802E-2	1.081822E-3	8.077903E-2
1.954E-3	1.034533E-3	-2.065186E-2	1.083113E-3	8.166361E-2
1.9699E-3	1.034198E-3	-2.149543E-2	1.084419E-3	8.254926E-2
1.9858E-3	1.033849E-3	-2.233872E-2	1.085738E-3	8.343597E-2
2.0017E-3	1.033487E-3	-2.318173E-2	1.087072E-3	8.432376E-2
2.0176E-3	1.033112E-3	-2.402443E-2	1.08842E-3	8.521265E-2
2.0335E-3	1.032723E-3	-2.486682E-2	1.089782E-3	8.610265E-2
2.0494E-3	1.032321E-3	-2.570889E-2	1.091158E-3	8.699376E-2
2.0653E-3	1.031906E-3	-2.655063E-2	1.092548E-3	8.7886E-2
2.0812E-3	1.031477E-3	-2.739202E-2	1.093953E-3	8.877938E-2
2.0971E-3	1.031035E-3	-2.823306E-2	1.095371E-3	8.967391E-2
2.113E-3	1.030579E-3	-2.907373E-2	1.096804E-3	9.056961E-2
2.1289E-3	1.03011E-3	-2.991402E-2	1.098251E-3	9.146648E-2
2.1448E-3	1.029628E-3	-3.075392E-2	1.099713E-3	9.236454E-2
2.1607E-3	1.029132E-3	-3.159343E-2	1.101189E-3	9.32638E-2
2.1766E-3	1.028623E-3	-3.243253E-2	1.102679E-3	9.416426E-2
2.1925E-3	1.028101E-3	-3.32712E-2	1.104183E-3	9.506595E-2
2.2084E-3	1.027565E-3	-3.410945E-2	1.105702E-3	9.596888E-2
2.2243E-3	1.027016E-3	-3.494725E-2	1.107235E-3	9.687305E-2
2.2402E-3	1.026454E-3	-3.57846E-2	1.108782E-3	9.777847E-2
2.2561E-3	1.025878E-3	-3.662149E-2	1.110344E-3	9.868516E-2
2.272E-3	1.025289E-3	-3.74579E-2	1.111921E-3	9.959314E-2
2.2879E-3	1.024687E-3	-3.829382E-2	1.113511E-3	1.005024E-1
2.3038E-3	1.024072E-3	-3.912925E-2	1.115116E-3	1.01413E-1
2.3197E-3	1.023443E-3	-3.996417E-2	1.116736E-3	1.023249E-1
2.3356E-3	1.022801E-3	-4.079857E-2	1.11837E-3	1.032381E-1
2.3515E-3	1.022145E-3	-4.163244E-2	1.120019E-3	1.041526E-1
2.3674E-3	1.021477E-3	-4.246577E-2	1.121682E-3	1.050685E-1
2.3833E-3	1.020795E-3	-4.329855E-2	1.12336E-3	1.059858E-1
2.3992E-3	1.0201E-3	-4.413077E-2	1.125053E-3	1.069045E-1
2.4151E-3	1.019392E-3	-4.496242E-2	1.12676E-3	1.078245E-1
2.431E-3	1.01867E-3	-4.579349E-2	1.128482E-3	1.087459E-1
2.4469E-3	1.017935E-3	-4.662396E-2	1.130218E-3	1.096688E-1
2.4628E-3	1.017187E-3	-4.745382E-2	1.131969E-3	1.10593E-1
2.4787E-3	1.016426E-3	-4.828307E-2	1.133735E-3	1.115187E-1
2.4946E-3	1.015652E-3	-4.911169E-2	1.135515E-3	1.124459E-1
2.5105E-3	1.014865E-3	-4.993968E-2	1.137311E-3	1.133745E-1
2.5264E-3	1.014064E-3	-5.076702E-2	1.139121E-3	1.143046E-1
2.5423E-3	1.01325E-3	-5.15937E-2	1.140946E-3	1.152361E-1
2.5582E-3	1.012423E-3	-5.241971E-2	1.142785E-3	1.161692E-1
2.5741E-3	1.011583E-3	-5.324504E-2	1.14464E-3	1.171037E-1
2.59E-3	1.01073E-3	-5.406968E-2	1.146509E-3	1.180398E-1
2.6E-3	1.010189E-3	-5.406914E-2	1.14769E-3	1.180404E-1
2.61E-3	1.009649E-3	-5.40686E-2	1.14887E-3	1.180409E-1
2.62E-3	1.009108E-3	-5.406806E-2	1.15005E-3	1.180414E-1
2.63E-3	1.008567E-3	-5.406752E-2	1.151231E-3	1.18042E-1
2.64E-3	1.008027E-3	-5.406698E-2	1.152411E-3	1.180425E-1
2.65E-3	1.007486E-3	-5.406645E-2	1.153592E-3	1.18043E-1
2.66E-3	1.006945E-3	-5.406591E-2	1.154772E-3	1.180436E-1
2.67E-3	1.006405E-3	-5.406537E-2	1.155953E-3	1.180441E-1
2.68E-3	1.005864E-3	-5.406483E-2	1.157133E-3	1.180446E-1
2.69E-3	1.005323E-3	-5.406429E-2	1.158313E-3	1.180452E-1
2.7E-3	1.004783E-3	-5.406376E-2	1.159494E-3	1.180457E-1
2.71E-3	1.004242E-3	-5.406322E-2	1.160674E-3	1.180462E-1
2.72E-3	1.003702E-3	-5.406268E-2	1.161855E-3	1.180468E-1
2.73E-3	1.003161E-3	-5.406215E-2	1.163035E-3	1.180473E-1
2.74E-3	1.00262E-3	-5.406161E-2	1.164216E-3	1.180478E-1
2.75E-3	1.00208E-3	-5.406107E-2	1.165396E-3	1.180484E-1
2.76E-3	1.001539E-3	-5.406054E-2	1.166577E-3	1.180489E-1
2.77E-3	1.000998E-3	-5.406E-2	1.167757E-3	1.180494E-1
2.78E-3	1.000458E-3	-5.405946E-2	1.168938E-3	1.1805E-1
2.79E-3	9.999173E-4	-5.405893E-2	1.170118E-3	1.180505E-1
2.8E-3	9.993767E-4	-5.405839E-2	1.171299E-3	1.18051E-1
2.81E-3	9.988361E-4	-5.405786E-2	1.172479E-3	1.180516E-1
2.82E-3	9.982955E-4	-5.405732E-2	1.17366E-3	1.180521E-1
2.83E-3	9.97755E-4	-5.405679E-2	1.17484E-3	1.180526E-1
2.84E-3	9.972144E-4	-5.405625E-2	1.176021E-3	1.180532E-1
2.85E-3	9.966738E-4	-5.405571E-2	1.177201E-3	1.180537E-1
2.86E-3	9.961333E-4	-5.405518E-2	1.178382E-3	1.180542E-1
2.87E-3	9.955927E-4	-5.405464E-2	1.179562E-3	1.180548E-1
2.88E-3	9.950522E-4	-5.405411E-2	1.180743E-3	1.180553E-1
2.89E-3	9.945116E-4	-5.405358E-2	1.181924E-3	1.180558E-1
2.9E-3	9.939711E-4	-5.405304E-2	1.183104E-3	1.180564E-1
2.91E-3	9.934306E-4	-5.405251E-2	1.184285E-3	1.180569E-1
2.92E-3	9.928901E-4	-5.405197E-2	1.185465E-3	1.180574E-1
2.93E-3	9.923495E-4	-5.405144E-2	1.186646E-3	1.180579E-1
2.94E-3	9.91809E-4	-5.40509E-2	1.187826E-3	1.180585E-1
2.95E-3	9.912685E-4	-5.405037E-2	1.189007E-3	1.18059E-1
2.96E-3	9.90728E-4	-5.404984E-2	1.190188E-3	1.180595E-1
2.97E-3	9.901875E-4	-5.40493E-2	1.191368E-3	1.180601E-1
2.98E-3	9.89647E-4	-5.404877E-2	1.192549E-3	1.180606E-1
2.99E-3	9.891066E-4	-5.404824E-2	1.193729E-3	1.180611E-1
3E-3	9.885661E-4	-5.40477E-2	1.19491E-3	1.180617E-1
3.01E-3	9.880256E-4	-5.404717E-2	1.196091E-3	1.180622E-1
3.02E-3	9.874851E-4	-5.404664E-2	1.197271E-3	1.180627E-1
3.03E-3	9.869447E-4	-5.40461E-2	1.198452E-3	1.180632E-1
3.04E-3	9.864042E-4	-5.404557E-2	1.199633E-3	1.180638E-1
3.05E-3	9.858638E-4	-5.404504E-2	1.200813E-3	1.180643E-1
3.06E-3	9.853233E-4	-5.404451E-2	1.201994E-3	1.180648E-1
3.07E-3	9.847829E-4	-5.404398E-2	1.203174E-3	1.180654E-1
3.08E-3	9.842424E-4	-5.404344E-2	1.204355E-3	1.180659E-1
3.09E-3	9.83702E-4	-5.404291E-2	1.205536E-3	1.180664E-1
3.1E-3	9.831616E-4	-5.404238E-2	1.206716E-3	1.180669E-1
3.11E-3	9.826212E-4	-5.404185E-2	1.207897E-3	1.180675E-1
3.12E-3	9.820807E-4	-5.404132E-2	1.209078E-3	1.18068E-1
3.13E-3	9.815403E-4	-5.404079E-2	1.210258E-3	1.180685E-1
3.14E-3	9.809999E-4	-5.404025E-2	1.211439E-3	1.18069E-1
3.15E-3	9.804595E-4	-5.403972E-2	1.21262E-3	1.180696E-1
3.16E-3	9.799191E-4	-5.403919E-2	1.213801E-3	1.180701E-1
3.17E-3	9.793787E-4	-5.403866E-2	1.214981E-3	1.180706E-1
3.18E-3	9.788384E-4	-5.403813E-2	1.216162E-3	1.180712E-1
3.19E-3	9.78298E-4	-5.40376E-2	1.217343E-3	1.180717E-1
3.2E-3	9.777576E-4	-5.403707E-2	1.218523E-3	1.180722E-1
3.21E-3	9.772172E-4	-5.403654E-2	1.219704E-3	1.180727E-1
3.22E-3	9.766769E-4	-5.403601E-2	1.220885E-3	1.180733E-1
3.23E-3	9.761365E-4	-5.403548E-2	1.222066E-3	1.180738E-1
3.24E-3	9.755962E-4	-5.403495E-2	1.223246E-3	1.180743E-1
3.25E-3	9.750558E-4	-5.403442E-2	1.224427E-3	1.180748E-1
3.26E-3	9.745155E-4	-5.403389E-2	1.225608E-3	1.180754E-1
3.27E-3	9.739751E-4	-5.403336E-2	1.226789E-3	1.180759E-1
3.28E-3	9.734348E-4	-5.403283E-2	1.227969E-3	1.180764E-1
3.29E-3	9.728945E-4	-5.40323E-2	1.22915E-3	1.180769E-1
3.3E-3	9.723542E-4	-5.403177E-2	1.230331E-3	1.180775E-1
3.31E-3	9.718138E-4	-5.403124E-2	1.231512E-3	1.18078E-1
3.32E-3	9.712735E-4	-5.403072E-2	1.232692E-3	1.180785E-1
3.33E-3	9.707332E-4	-5.403019E-2	1.233873E-3	1.18079E-1
3.34E-3	9.701929E-4	-5.402966E-2	1.235054E-3	1.180795E-1
3.35E-3	9.696526E-4	-5.402913E-2	1.236235E-3	1.180801E-1
3.36E-3	9.691123E-4	-5.40286E-2	1.237416E-3	1.180806E-1
3.37E-3	9.685721E-4	-5.402807E-2	1.238596E-3	1.180811E-1
3.38E-3	9.680318E-4	-5.402755E-2	1.239777E-3	1.180816E-1
3.39E-3	9.674915E-4	-5.402702E-2	1.240958E-3	1.180822E-1
3.4E-3	9.669512E-4	-5.402649E-2	1.242139E-3	1.180827E-1
3.41E-3	9.66411E-4	-5.402596E-2	1.24332E-3	1.180832E-1
3.42E-3	9.658707E-4	-5.402544E-2	1.244501E-3	1.180837E-1
3.43E-3	9.653305E-4	-5.402491E-2	1.245681E-3	1.180843E-1
3.44E-3	9.647902E-4	-5.402438E-2	1.246862E-3	1.180848E-1
3.45E-3	9.6425E-4	-5.402385E-2	1.248043E-3	1.180853E-1
3.46E-3	9.637098E-4	-5.402333E-2	1.249224E-3	1.180858E-1
3.47E-3	9.631695E-4	-5.40228E-2	1.250405E-3	1.180863E-1
3.48E-3	9.626293E-4	-5.402227E-2	1.251586E-3	1.180869E-1
3.49E-3	9.620891E-4	-5.402175E-2	1.252767E-3	1.180874E-1
3.5E-3	9.615489E-4	-5.402122E-2	1.253947E-3	1.180879E-1
3.51E-3	9.610087E-4	-5.402069E-2	1.255128E-3	1.180884E-1
3.52E-3	9.604684E-4	-5.402017E-2	1.256309E-3	1.180889E-1
3.53E-3	9.599282E-4	-5.401964E-2	1.25749E-3	1.180895E-1
3.54E-3	9.593881E-4	-5.401912E-2	1.258671E-3	1.1809E-1
3.55E-3	9.588479E-4	-5.401859E-2	1.259852E-3	1.180905E-1
3.56E-3	9.583077E-4	-5.401807E-2	1.261033E-3	1.18091E-1
3.57E-3	9.577675E-4	-5.401754E-2	1.262214E-3	1.180915E-1
3.58E-3	9.572273E-4	-5.401701E-2	1.263395E-3	1.180921E-1
3.59E-3	9.566872E-4	-5.401649E-2	1.264576E-3	1.180926E-1
3.6059E-3	9.558346E-4	-5.32303E-2	1.266445E-3	1.170541E-1
3.6218E-3	9.549944E-4	-5.24448E-2	1.268298E-3	1.16014E-1
3.6377E-3	9.541668E-4	-5.165999E-2	1.270134E-3	1.149725E-1
3.6536E-3	9.533516E-4	-5.087585E-2	1.271954E-3	1.139294E-1
3.6695E-3	9.52549E-4	-5.009238E-2	1.273757E-3	1.128849E-1
3.6854E-3	9.517587E-4	-4.930956E-2	1.275544E-3	1.118388E-1
3.7013E-3	9.509809E-4	-4.852739E-2	1.277314E-3	1.107913E-1
3.7172E-3	9.502155E-4	-4.774585E-2	1.279067E-3	1.097424E-1
3.7331E-3	9.494626E-4	-4.696493E-2	1.280803E-3	1.08692E-1
3.749E-3	9.48722E-4	-4.618463E-2	1.282523E-3	1.076403E-1
3.7649E-3	9.479939E-4	-4.540493E-2	1.284226E-3	1.065871E-1
3.7808E-3	9.472782E-4	-4.462582E-2	1.285913E-3	1.055325E-1
3.7967E-3	9.465748E-4	-4.38473E-2	1.287582E-3	1.044765E-1
3.8126E-3	9.458838E-4	-4.306935E-2	1.289235E-3	1.034192E-1
3.8285E-3	9.452052E-4	-4.229196E-2	1.290871E-3	1.023605E-1
3.8444E-3	9.445389E-4	-4.151513E-2	1.29249E-3	1.013005E-1
3.8603E-3	9.43885E-4	-4.073883E-2	1.294092E-3	1.002392E-1
3.8762E-3	9.432434E-4	-3.996307E-2	1.295678E-3	9.917652E-2
3.8921E-3	9.426142E-4	-3.918784E-2	1.297246E-3	9.811258E-2
3.908E-3	9.419973E-4	-3.841311E-2	1.298798E-3	9.704736E-2
3.9239E-3	9.413926E-4	-3.763889E-2	1.300332E-3	9.598087E-2
3.9398E-3	9.408003E-4	-3.686516E-2	1.30185E-3	9.491312E-2
3.9557E-3	9.402203E-4	-3.609191E-2	1.30335E-3	9.384414E-2
3.9716E-3	9.396526E-4	-3.531913E-2	1.304834E-3	9.277392E-2
3.9875E-3	9.390972E-4	-3.454681E-2	1.306301E-3	9.17025E-2
4.0034E-3	9.38554E-4	-3.377494E-2	1.30775E-3	9.062988E-2
4.0193E-3	9.380231E-4	-3.300352E-2	1.309183E-3	8.955608E-2
4.0352E-3	9.375045E-4	-3.223253E-2	1.310598E-3	8.84811E-2
4.0511E-3	9.369981E-4	-3.146195E-2	1.311996E-3	8.740497E-2
4.067E-3	9.36504E-4	-3.069179E-2	1.313378E-3	8.63277E-2
4.0829E-3	9.360221E-4	-2.992203E-2	1.314742E-3	8.52493E-2
4.0988E-3	9.355525E-4	-2.915267E-2	1.316089E-3	8.416979E-2
4.1147E-3	9.350951E-4	-2.838368E-2	1.317418E-3	8.308918E-2
4.1306E-3	9.346499E-4	-2.761506E-2	1.318731E-3	8.200748E-2
4.1465E-3	9.342169E-4	-2.68468E-2	1.320026E-3	8.092471E-2
4.1624E-3	9.337962E-4	-2.60789E-2	1.321304E-3	7.984089E-2
4.1783E-3	9.333876E-4	-2.531134E-2	1.322565E-3	7.875602E-2
4.1942E-3	9.329913E-4	-2.45441E-2	1.323809E-3	7.767012E-2
4.2101E-3	9.326071E-4	-2.377719E-2	1.325035E-3	7.658321E-2
4.226E-3	9.322351E-4	-2.301059E-2	1.326244E-3	7.54953E-2
4.2419E-3	9.318754E-4	-2.224429E-2	1.327436E-3	7.44064E-2
4.2578E-3	9.315278E-4	-2.147828E-2	1.32861E-3	7.331653E-2
4.2737E-3	9.311924E-4	-2.071255E-2	1.329767E-3	7.22257E-2
4.2896E-3	9.308691E-4	-1.994709E-2	1.330907E-3	7.113393E-2
4.3055E-3	9.30558E-4	-1.918189E-2	1.332029E-3	7.004123E-2
4.3214E-3	9.302591E-4	-1.841694E-2	1.333134E-3	6.894761E-2
4.3373E-3	9.299724E-4	-1.765224E-2	1.334222E-3	6.785309E-2
4.3532E-3	9.296978E-4	-1.688776E-2	1.335292E-3	6.675769E-2
4.3691E-3	9.294353E-4	-1.61235E-2	1.336345E-3	6.566142E-2
