,t,xrms,yrms,hepsny,hepsnz,hep6d,hekinz,hekin,hrrms,hpnum
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2.5e-09,0.00015302391175661074,0.00015160988746543667,0.0009687179504012369,5.225031772299038e-15,1.7328126157377336e-23,0.007999999999999995,0.008000000193165586,0.0002154109457445869,1404.3396022335403
2,5e-09,0.0001544556395787346,0.00015306451182939295,0.0009679063506892125,9.979935030980336e-12,3.3058223292635714e-20,0.007999997900082307,0.007999998080538981,0.0002174518093262191,1404.3396022335403
3,7.500000000000001e-09,0.00015581076340470727,0.00015461347261888113,0.0009657865406789772,5.288778643397011e-11,1.748123240728457e-19,0.007999979566758445,0.007999979719125744,0.00021950471500181305,1404.3396022335403
4,1e-08,0.00015692031971634626,0.00015642453517147436,0.0009763145481277458,1.631545107311009e-10,5.557970011402515e-19,0.008000003373005498,0.00800000350832151,0.00022156854908468427,1404.3396022335403
5,1.25e-08,0.00015712839934831587,0.0001591593146557944,0.0010038129531580013,2.541820975779377e-10,9.219626185424782e-19,0.008000017513914324,0.008000017684783969,0.00022365379791871632,1404.3396022335403
6,1.5e-08,0.00015592617005264308,0.00016334260356919405,0.0010067763348114022,2.6545114589124997e-10,9.673316224492212e-19,0.007999989234162683,0.007999989530017997,0.0002258180166595408,1404.3396022335403
7,1.7499999999999998e-08,0.00015330447627852416,0.0001690311186941185,0.0009955383128977255,2.1216527030036807e-10,7.521640565508456e-19,0.00799963164972724,0.007999632200292747,0.00022819680439045974,1404.3396022335403
8,1.9999999999999997e-08,0.00014943677306736807,0.0001761231143511349,0.0009782691317500739,1.0620351033422787e-10,3.569019952559772e-19,0.007997947011442045,0.007997947695775368,0.0002309777057499944,1404.3396022335403
9,2.2499999999999996e-08,0.0001454262670957046,0.00018336514347599804,0.0011949262724623192,4.4440198063108185e-10,1.963896805591212e-18,0.00799323903119717,0.007993239778654602,0.00023403327755548904,1404.3396022335403
10,2.4999999999999996e-08,0.0001429384061886666,0.0001886831426051346,0.0015232008492840196,7.695600109350494e-10,5.031568482561605e-18,0.007988990710098537,0.007988991767498368,0.00023671230696164873,1404.3396022335403
11,2.7499999999999995e-08,0.00014360454443177254,0.00018980428479367897,0.0015630147236533778,8.429375301509075e-10,5.815728565914736e-18,0.007988130675674414,0.007988132184774451,0.00023800825974637293,1404.3396022335403
12,3e-08,0.00014758355233105596,0.00018658625842113137,0.0015145590370558497,7.716214060042228e-10,5.02279093522126e-18,0.007988825214894501,0.007988828142807724,0.00023789774431517998,1404.3396022335403
