,t,xrms,yrms,hepsny,hepsnz,hep6d,hekinz,hekin,hrrms,hpnum
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2.5e-09,0.0001537703466424203,0.00015236205721520405,0.0009693474650045053,0.0,0.0,0.008,0.008000000615766214,0.00021647058919257187,1404.3396022335403
2,5e-09,0.00015669778870467928,0.00015529873491944586,0.000968414803451132,1.0262770756623559e-11,3.400339212103852e-20,0.007999997843762784,0.007999998437629382,0.00022061707561409798,1404.3396022335403
3,7.500000000000001e-09,0.0001595469927453867,0.00015833061254798888,0.0009657847416671776,5.521702267916295e-11,1.8257998046984262e-19,0.00799997943312866,0.007999979975766867,0.00022477505592017512,1404.3396022335403
4,1e-08,0.0001621443030044807,0.0001616296463868012,0.000976676056508379,1.7277283329017102e-10,5.918148596837223e-19,0.008000007912696306,0.008000008375417453,0.00022894304441919882,1404.3396022335403
5,1.25e-08,0.00016380637182025773,0.0001658846737943555,0.0010073327084084655,2.7023413897942114e-10,9.948431115876968e-19,0.008000024631456312,0.00800002497506048,0.0002331314059683428,1404.3396022335403
6,1.5e-08,0.00016399513516205088,0.0001716496855704701,0.0010105285123333308,2.821105043867673e-10,1.0437705006200421e-18,0.007999994150634723,0.00799999440463572,0.00023739843915506392,1404.3396022335403
7,1.7499999999999998e-08,0.00016268888426932088,0.00017899543111612318,0.0009985248809572943,2.2312205405157167e-10,8.000745301483412e-19,0.007999599433647347,0.007999599758494342,0.0002418822800976609,1404.3396022335403
8,1.9999999999999997e-08,0.00016005290207417446,0.00018783309453486015,0.0009831837180390888,1.2338715254164297e-10,4.168966087843855e-19,0.007997739026452988,0.00799773934862907,0.00024677561237874984,1404.3396022335403
9,2.2499999999999996e-08,0.00015726275312676215,0.00019682722299079733,0.001274931717396413,5.311024809003887e-10,2.576882776001211e-18,0.007992451430126887,0.007992451844717603,0.0002519375502605318,1404.3396022335403
10,2.4999999999999996e-08,0.00015611926028376272,0.00020375778207548152,0.0016855712808689714,9.095542716125534e-10,7.042955935953964e-18,0.007987698569667362,0.007987699691785565,0.00025669136562780735,1404.3396022335403
11,2.7499999999999995e-08,0.0001584306877879924,0.00020613619037120748,0.0017313364964470846,9.934164935052107e-10,8.161604735921944e-18,0.007986774531166557,0.007986776774838585,0.00025998540692456377,1404.3396022335403
12,3e-08,0.00016439362355114711,0.00020380659237180878,0.0016838876861965753,9.102529674505866e-10,7.061014970054134e-18,0.007987462126186019,0.007987466757624143,0.0002618442104734892,1404.3396022335403
13,3.25e-08,0.00017400158850732842,0.00019693026223683804,0.0012617552533399118,4.82322955089693e-10,2.2581211714595234e-18,0.007990765881604652,0.007990772893012322,0.00026278904274673143,1404.3396022335403
14,3.5e-08,0.00018536665502906675,0.0001880188722326985,0.0010486881562516335,2.9287716909534936e-10,1.2143471959069513e-18,0.007993461169437378,0.00799346914013806,0.0002640300988757169,1404.3396022335403
15,3.7500000000000005e-08,0.00019594977534977994,0.00017983922140589787,0.0013167526671744555,8.197325848035456e-10,6.101905847658425e-18,0.007992620179626169,0.00799262653064909,0.0002659670280608271,1404.3396022335403
16,4.000000000000001e-08,0.00020271776680263364,0.00017517450685167708,0.00152895488857328,1.098952412472761e-09,1.1583829827225728e-17,0.007991655794252595,0.007991659145918572,0.00026791901916096815,1404.3396022335403
17,4.250000000000001e-08,0.00020488457942850546,0.0001745373701789765,0.0015261623659291962,1.0913235425848107e-09,1.2040778757171911e-17,0.00799178073876009,0.007991781977128857,0.00026914862897029336,1404.3396022335403
18,4.500000000000001e-08,0.00020242917660285537,0.00017789471231517966,0.0013222039607440731,8.327356412945995e-10,6.927915705467943e-18,0.007993571807398016,0.00799357226491201,0.0002694885901291751,1404.3396022335403
19,4.7500000000000015e-08,0.00019670167418417913,0.00018416051884603295,0.0011875606704259555,5.240244360769598e-10,3.3448849357493834e-18,0.00799629159267308,0.007996292273647267,0.000269456202987608,1404.3396022335403
20,5.000000000000002e-08,0.00019066579490459356,0.00019069711342184573,0.0012761740428040942,5.503117938471639e-10,3.765899395801968e-18,0.007997283212113473,0.007997284120382057,0.0002696642994799735,1404.3396022335403
