,t,xrms,yrms,hepsny,hepsnz,hep6d,hekinz,hekin,hrrms,hpnum
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2.5e-09,0.00015339667838345448,0.00015198611243122444,0.0009689520451471177,0.0,0.0,0.008,0.00800000037426499,0.00021594054577830853,1404.3396022335403
2,5e-09,0.00015557485648762164,0.00015418317723107358,0.0009680541654009996,1.0587020340448028e-11,3.506895472917091e-20,0.007999997728018822,0.007999998084231833,0.0002190342167612465,1404.3396022335403
3,7.500000000000001e-09,0.00015767163400683077,0.0001564789589792549,0.000965698163645746,5.6536507717954094e-11,1.8689940750846637e-19,0.007999978615425894,0.007999978930650969,0.00022213961549803613,1404.3396022335403
4,1e-08,0.00015950782804071838,0.0001590511928921879,0.0009780866412749487,1.7564716062335752e-10,6.022144105626515e-19,0.008000006812651098,0.008000007082149919,0.0002252554753312233,1404.3396022335403
5,1.25e-08,0.0001603831684038924,0.00016260637312886148,0.0010102393291883227,2.7419089255441613e-10,1.0119711961521243e-18,0.008000024003105703,0.008000024243940905,0.0002283935053572974,1404.3396022335403
6,1.5e-08,0.00015975076470889875,0.00016770943637879285,0.0010135881013514413,2.863283233550355e-10,1.0623590402879648e-18,0.0079999933498061,0.007999993633247575,0.00023161770630841306,1404.3396022335403
7,1.7499999999999998e-08,0.00015759562489695987,0.000174428334019976,0.0010005595098187938,2.2842122877819297e-10,8.208464863721124e-19,0.007999585643410868,0.007999586127805861,0.00023507791196887809,1404.3396022335403
8,1.9999999999999997e-08,0.00015409432294081015,0.00018266721856000773,0.0009803105818536073,1.1554520175838627e-10,3.8955172799708166e-19,0.00799770037099502,0.00799770094711851,0.00023898195140854532,1404.3396022335403
9,2.2499999999999996e-08,0.00015040902863087635,0.00019109974391445325,0.001227030126436963,4.769850255939414e-10,2.174948931964831e-18,0.007992533742282022,0.007992534363866686,0.00024319125810327432,1404.3396022335403
10,2.4999999999999996e-08,0.00014824354349790304,0.0001975950830610984,0.0015879481849333278,8.209451495042431e-10,5.678105271481028e-18,0.007987915462034301,0.007987916468008413,0.00024702219543744857,1404.3396022335403
11,2.7499999999999995e-08,0.0001492557683969367,0.0001998117156380346,0.0016280910244594396,8.976443027416458e-10,6.554383209194602e-18,0.00798699396141576,0.007986995552563375,0.0002494033001104332,1404.3396022335403
12,3e-08,0.0001536087806458766,0.00019759308172791461,0.001579227077403875,8.228108792582122e-10,5.672601813713762e-18,0.007987784042712524,0.007987787243831644,0.000250277213182198,1404.3396022335403
13,3.25e-08,0.00016125993803949365,0.00019109817428240698,0.0012012069477838555,4.45558068418927e-10,1.964232112730529e-18,0.007991625708797034,0.007991630447856864,0.00025004655532634423,1404.3396022335403
14,3.5e-08,0.0001705048434658767,0.00018268260600490564,0.0010063621623674823,2.2460107474670617e-10,8.419986134031463e-19,0.007995565896266654,0.007995571223938893,0.00024988964800900956,1404.3396022335403
15,3.7500000000000005e-08,0.0001790838891821411,0.00017492679644387306,0.0012253873860441531,6.596918341727737e-10,3.913342297553562e-18,0.007996348060571656,0.007996352238256043,0.0002503406149203872,1404.3396022335403
16,4.000000000000001e-08,0.00018440445343943866,0.00017038035105794856,0.0014030319007499621,8.89423473342422e-10,7.013790993200115e-18,0.007996221762045482,0.007996223837094535,0.00025106665743369406,1404.3396022335403
17,4.250000000000001e-08,0.00018576986786994812,0.00016951822899515925,0.0014006897415927524,8.831274735314767e-10,6.996343021562762e-18,0.007996294143850955,0.007996294919729184,0.000251489311442998,1404.3396022335403
18,4.500000000000001e-08,0.00018317208486655508,0.00017230401257338233,0.001228781550916838,6.651360691181877e-10,3.834076403282756e-18,0.007996809270849257,0.007996809863566618,0.0002514770077427532,1404.3396022335403
19,4.7500000000000015e-08,0.00017777665274755112,0.00017773209850961718,0.0011170440884845124,4.0847028985055094e-10,1.7795084827698424e-18,0.007997350204564773,0.007997351287204756,0.0002513826507592671,1404.3396022335403
20,5.000000000000002e-08,0.0001721342538029693,0.0001833880861784798,0.0011972462123059696,4.5739199229267157e-10,2.2573264535267767e-18,0.007996754258270237,0.007996755548216097,0.00025151817326887256,1404.3396022335403
21,5.250000000000002e-08,0.0001681451545704901,0.0001872147416287565,0.0013169373219938333,5.915184947429946e-10,3.524777992255475e-18,0.007996032169608966,0.00799603323878479,0.0002516389327760235,1404.3396022335403
22,5.500000000000002e-08,0.00016649690551483233,0.00018845408511145563,0.0013182859365899425,5.924839124341829e-10,3.5383893711177404e-18,0.007996053293064607,0.007996054099522034,0.0002514680133559948,1404.3396022335403
23,5.7500000000000025e-08,0.00016717407469662385,0.00018708307086893488,0.0012005966170885428,4.463059114082664e-10,2.2459091753829638e-18,0.007996878984079131,0.007996879863880273,0.0002508928987763968,1404.3396022335403
24,6.000000000000002e-08,0.00016978257877966468,0.00018348137836235763,0.0010490804645018877,1.990017617625318e-10,7.798485008563707e-19,0.007998266800421937,0.007998267794220333,0.0002499830799530714,1404.3396022335403
25,6.250000000000002e-08,0.00017284770547416694,0.0001794065115609514,0.0010177686894551853,2.500554180327083e-10,9.37566736624278e-19,0.00799931465010027,0.00799931550712345,0.00024912451842031556,1404.3396022335403
26,6.500000000000003e-08,0.0001751479279782507,0.00017612408913598377,0.0010500382462386047,3.8008339497167813e-10,1.5504859811676529e-18,0.007999751393389336,0.007999751861498353,0.00024838778441995584,1404.3396022335403
27,6.750000000000003e-08,0.00017601330960442083,0.00017430840059269145,0.0010551960232804021,4.017790727189056e-10,1.6808002139796177e-18,0.007999722232672188,0.00799972234207133,0.00024771779038874843,1404.3396022335403
28,7.000000000000003e-08,0.0001754168625189302,0.00017396671123488507,0.001051976211600048,3.7350066876938494e-10,1.5777486778457984e-18,0.007999841910895714,0.007999841911555665,0.0002470536222642104,1404.3396022335403
29,7.250000000000003e-08,0.00017347918148378664,0.0001749995342481924,0.0010303337648571544,2.5779033314647296e-10,1.044852660984904e-18,0.007999959128749278,0.007999959210430375,0.00024641400811514113,1404.3396022335403
30,7.500000000000004e-08,0.00017109051444640503,0.00017648625549527254,0.001041481659033752,2.2297906785958546e-10,9.116142629735279e-19,0.007999783069044749,0.007999783287791032,0.000245803503864933,1404.3396022335403
31,7.750000000000004e-08,0.00016911352522982136,0.00017757545664564105,0.00107522631369838,3.093015075873889e-10,1.335605807393915e-18,0.007999649548669946,0.007999649796018152,0.0002452191412156999,1404.3396022335403
32,8.000000000000004e-08,0.00016836593011143334,0.0001773508515527104,0.0010806477184962199,3.4363578483493927e-10,1.4840634267623592e-18,0.007999692893379626,0.007999693151891741,0.0002445412254994228,1404.3396022335403
33,8.250000000000004e-08,0.0001689524800132372,0.00017572277612055138,0.0010754699641707744,3.282218147783033e-10,1.381271335492121e-18,0.00799965874659456,0.007999659180422907,0.0002437692239601561,1404.3396022335403
34,8.500000000000005e-08,0.00017085290259709582,0.00017272543599928307,0.001032683008541691,2.2410003729699527e-10,8.545876794481828e-19,0.00799994801248142,0.007999948656538853,0.00024295018124503455,1404.3396022335403
35,8.750000000000005e-08,0.00017351415541228934,0.0001689456245050145,0.0010091281880785356,1.3562766323572924e-10,4.903673179354022e-19,0.008000091663291653,0.008000092419898854,0.00024217717928787068,1404.3396022335403
36,9.000000000000005e-08,0.00017606235635571796,0.00016527690907949393,0.0010292468623071525,2.3154510437690005e-10,8.885644078258746e-19,0.007999730041367937,0.007999730666657726,0.00024148376757123681,1404.3396022335403
37,9.250000000000005e-08,0.00017768774455261552,0.00016252637123414563,0.0010509963814218449,3.098404347473849e-10,1.2891155550053356e-18,0.00799953529149104,0.007999535639020694,0.00024080646982740076,1404.3396022335403
38,9.500000000000006e-08,0.0001781825982452642,0.0001608486328620908,0.0010515456871842657,3.1037534107055534e-10,1.3514597435424188e-18,0.007999566319089402,0.00799956642929057,0.00024004441466328043,1404.3396022335403
39,9.750000000000006e-08,0.0001775510043469609,0.0001602288928188274,0.0010436324571422055,2.742916285845938e-10,1.2120334109464725e-18,0.007999818332539382,0.007999818341633613,0.00023916031702304172,1404.3396022335403
40,1.0000000000000006e-07,0.00017612537967422434,0.00016039400481378905,0.0010388154211175328,2.2987840229488984e-10,1.013881382816533e-18,0.00800038590183364,0.008000385932794158,0.0002382149998333343,1404.3396022335403
41,1.0250000000000006e-07,0.00017462969593167523,0.00016064204086153116,0.0010436424041207035,2.35318912668387e-10,1.0357898871171013e-18,0.00800087100870179,0.00800087110083595,0.00023727915204110788,1404.3396022335403
42,1.0500000000000007e-07,0.00017370384507718476,0.000160379514546695,0.0010539980896461213,2.692069017370876e-10,1.1786724035035536e-18,0.008001043442214152,0.00800104360321474,0.00023642041891687817,1404.3396022335403
43,1.0750000000000007e-07,0.0001736771703909397,0.00015927856883871436,0.00105356180743659,2.6840159389825735e-10,1.1323844684808739e-18,0.00800107522061898,0.008001075469766302,0.0002356553033698002,1404.3396022335403
44,1.1000000000000007e-07,0.00017455509295253037,0.00015733712375318174,0.001040921933267511,2.2552651965029226e-10,8.936092409968943e-19,0.008000806260511851,0.008000806628299226,0.00023499883188345968,1404.3396022335403
