,t,xrms,yrms,hepsny,hepsnz,hep6d,hekinz,hekin,hrrms,hpnum
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2.5e-09,0.0001533972423167225,0.00015198555672917057,0.000968976407267498,9.050020500783592e-15,3.0015404677882184e-23,0.007999999999999995,0.00800000037442771,0.00021594055525688363,1404.3396022335403
2,5e-09,0.00015557821986976003,0.00015417983092877035,0.0009681483098172121,9.66263787250452e-12,3.201090993248905e-20,0.007999998074567168,0.00799999843246832,0.00021903425020545898,1404.3396022335403
3,7.500000000000001e-09,0.00015768566709846424,0.00015646499434089596,0.0009658464019988171,5.160168454357771e-11,1.7057823802346641e-19,0.007999980316765526,0.007999980636537648,0.00022213973994399176,1404.3396022335403
4,1e-08,0.00015955598586176356,0.00015900320758186533,0.0009752133321943326,1.6031719230944155e-10,5.45578762197829e-19,0.008000003205109749,0.00800000347465507,0.00022525570502351556,1404.3396022335403
5,1.25e-08,0.00016054961041264912,0.00016243890655292552,0.0010014779688452232,2.5026170071909194e-10,9.05425599744253e-19,0.008000015625324165,0.008000015844048504,0.00022839127777952352,1404.3396022335403
6,1.5e-08,0.00016016617234854846,0.00016728652816688514,0.0010043136476735222,2.613047108125466e-10,9.495553405820224e-19,0.007999987328352026,0.007999987547064664,0.00023159875921713178,1404.3396022335403
7,1.7499999999999998e-08,0.00015838983726951548,0.00017360580014705052,0.0009939403122028482,2.073944920526145e-10,7.337397450551264e-19,0.00799964508279373,0.007999645435255987,0.00023500279656838392,1404.3396022335403
8,1.9999999999999997e-08,0.00015538200024146405,0.00018130306948321547,0.0009800077890936604,1.108747552562665e-10,3.730772850292438e-19,0.007998014302263719,0.007998014704868113,0.00023877681839549247,1404.3396022335403
9,2.2499999999999996e-08,0.00015224392643832207,0.000189133709452696,0.0012206228126577171,4.772474713716122e-10,2.1869585020114095e-18,0.007993349292704023,0.007993349782356564,0.0002427957437614878,1404.3396022335403
